,Number of views last 7 days,Price,currency,amount,Price_Euros,Boat Type,Manufacturer,Type,Condition,Year Built,Length,Width,Size,Material,Location,Country
931,62,EUR 46200,EUR,46200.0,46200.0,Sport Boat,Quicksilver (Brunswick Marine) ,"new boat on order,Unleaded",Used,2020.0,6.48,2.46,15.940800000000001,GRP,Germany Â» Niedersachsen Â» Hannover,Germany 
1315,62,EUR 66000,EUR,66000.0,66000.0,Pilothouse,BÃ©nÃ©teau ,"new boat from stock,Unleaded",new,2018.0,7.12,2.79,19.8648,PVC,"France Â» Antibes, Antibes",France 
6627,62,EUR 90000,EUR,90000.0,90000.0,Pilothouse,Cantieri Navali di Livorno ,"Used boat,Diesel",Used,2009.0,9.23,3.46,31.9358,,Italy Â» Toscana Â» Toscana,Italy 
8327,62,EUR 41000,EUR,41000.0,41000.0,Center console boat,White Shark ,Used boat,Used,2018.0,5.98,2.35,14.053,,France,France
2468,62,Â£ 214950,Â£,214950.0,249341.99999999997,Hardtop,Jeanneau ,"new boat from stock,Diesel",Used,2018.0,10.54,3.07,32.3578,PVC,"United Kingdom Â» Swanwick, Swanwick",United Kingdom 
6651,62,EUR 89500,EUR,89500.0,89500.0,Trawler,,"Used boat,Diesel",Used,1952.0,16.36,4.82,78.8552,Steel,Netherlands Â» Omgeving Amsterdam,Netherlands 
880,62,EUR 43999,EUR,43999.0,43999.0,Bowrider,Quicksilver (Brunswick Marine) ,"new boat on order,Unleaded",Used,2020.0,6.48,2.46,15.940800000000001,GRP,Germany Â» Kieler Bucht mit Fehmarn Â» Kiel,Germany 
3518,62,EUR 1600000,EUR,1600000.0,1600000.0,Motor Yacht,,"Used boat,Diesel",Used,2009.0,21.67,5.51,119.4017,GRP,Croatia (Hrvatska),Croatia (Hrvatska)
5939,62,EUR 135000,EUR,135000.0,135000.0,Flybridge,Rodman ,"Used boat,Diesel",Used,2005.0,11.36,3.81,43.2816,PVC,"France Â» Le Havre, France",France 
5861,62,EUR 140000,EUR,140000.0,140000.0,Flybridge,Azimut ,"Used boat,Diesel",Used,2010.0,10.4,3.6,37.440000000000005,PVC,"Cyprus Â» 9, D. Bayar, Ayios Antonios, Limassol",Cyprus 
5825,62,EUR 145000,EUR,145000.0,145000.0,Trawler,,"Used boat,Diesel",Used,1976.0,11.98,4.17,49.9566,PVC,"France Â» PORT DE BOUC, PORT DE BOUC",France 
490,62,EUR 26537,EUR,26537.0,26537.0,Deck Boat,Jeanneau ,"new boat from stock,Unleaded",Used,,6.59,2.48,16.3432,GRP,Germany Â» 1,Germany 
3190,62,EUR 1250000,EUR,1250000.0,1250000.0,Center console boat,,"Used boat,Diesel",new,2009.0,23.02,5.81,133.7462,GRP,Italy,Italy
4871,62,EUR 260000,EUR,260000.0,260000.0,Motor Yacht,Uniesse ,"Used boat,Diesel",new,2005.0,16.2,4.5,72.89999999999999,GRP,Italy Â» Mar Tirreno,Italy 
7925,62,EUR 49900,EUR,49900.0,49900.0,Sport Boat,Scarab ,"new boat on order,Unleaded",Used,2020.0,5.6,2.2,12.32,GRP,Germany Â» Bayern Â» Schwebheim / Schweinfurt,Germany 
8016,62,EUR 48500,EUR,48500.0,48500.0,Trawler,,"Used boat,Diesel",new,1948.0,8.52,2.6,22.152,GRP,Germany Â» auf Anfrage,Germany 
2077,62,EUR 145000,EUR,145000.0,145000.0,Motor Yacht,BÃ©nÃ©teau ,"Used boat,Diesel",new,2011.0,15.11,4.45,67.2395,PVC,Croatia (Hrvatska) Â» KASTEL GOMILICA,Croatia (Hrvatska) 
9424,62,Â£ 15500,Â£,15500.0,17980.0,Pilothouse,,"Used boat,Diesel",Used,1976.0,7.21,2.13,15.357299999999999,,"United Kingdom Â» Burnham-on-Crouch, Burnham-on-Crouch",United Kingdom 
3240,62,EUR 1800000,EUR,1800000.0,1800000.0,Flybridge,Princess ,"Used boat,Diesel",Used,2012.0,22.0,5.0,110.0,PVC,"Greece Â» Athens, GrÃ¨ce",Greece 
3218,62,EUR 1595000,EUR,1595000.0,1595000.0,Flybridge,Princess ,"Used boat,Diesel",Used,2012.0,22.35,5.49,122.70150000000001,GRP,Croatia (Hrvatska),Croatia (Hrvatska)
1490,62,EUR 78900,EUR,78900.0,78900.0,Cabin Boat,Jeanneau ,"new boat from stock,Unleaded",Used,2020.0,7.9,2.81,22.199,GRP,Germany Â» Bayern Â» Schwebheim / Schweinfurt,Germany 
1064,62,EUR 52000,EUR,52000.0,52000.0,Center console boat,Eolo ,Used boat,new,2019.0,7.5,2.55,19.125,,Malta,Malta
1498,62,EUR 78500,EUR,78500.0,78500.0,Deck Boat,BÃ©nÃ©teau ,"new boat from stock,Unleaded",new,2020.0,6.96,2.53,17.6088,PVC,"France Â» Vaux-sur-Seine, France",France 
3196,62,EUR 1250000,EUR,1250000.0,1250000.0,Flybridge,Aicon ,"Used boat,Diesel",Used,2008.0,23.98,6.44,154.43120000000002,GRP,Italy Â» Mare Adriatico,Italy 
5952,62,EUR 135000,EUR,135000.0,135000.0,Motor Yacht,,Used boat,Diesel,1989.0,12.5,4.1,51.24999999999999,Steel,"Netherlands Â» Bezichtiging op afspraak, call us for a visit, Bes",Netherlands 
2936,62,Â£ 455000,Â£,455000.0,527800.0,Flybridge,Sunseeker ,"Used boat,Diesel",Used,2007.0,18.29,5.0,91.44999999999999,GRP,France Â» Antibes,France 
4278,61,EUR 400000,EUR,400000.0,400000.0,Motor Yacht,Maiora ,"Used boat,Diesel",Used,1994.0,23.0,5.6,128.79999999999998,GRP,Italy,Italy
8392,61,EUR 39900,EUR,39900.0,39900.0,Pilothouse,Jeanneau ,"new boat from stock,Unleaded",new,2020.0,5.64,2.45,13.818,PVC,France,France
4255,61,EUR 420000,EUR,420000.0,420000.0,Flybridge,Innovazioni e Progetti ,"Used boat,Diesel",Used,2009.0,17.53,4.65,81.51450000000001,GRP,Croatia (Hrvatska),Croatia (Hrvatska)
2901,61,EUR 452400,EUR,452400.0,452400.0,Flybridge,Fairline ,"Used boat,Diesel",new,2008.0,16.6,4.6,76.36,,Montenegro,Montenegro
4064,61,EUR 515000,EUR,515000.0,515000.0,Hardtop,BÃ©nÃ©teau ,"Used boat,Diesel",new,2019.0,14.78,4.15,61.337,PVC,"France Â» saint cyprien, saint cyprien",France 
3476,61,EUR 1945000,EUR,1945000.0,1945000.0,Flybridge,Prestige Yachts ,Used boat,Used,2020.0,21.46,5.33,114.38180000000001,PVC,"France Â» CÃ´te Atlantique ""La Rochelle""",France 
2532,61,EUR 259000,EUR,259000.0,259000.0,Trawler,,Used boat,new,2013.0,12.0,4.05,48.599999999999994,Steel,Netherlands Â» Hasselt (Overijssel),Netherlands 
760,61,EUR 38794,EUR,38794.0,38794.0,Pilothouse,Jeanneau ,"new boat from stock,Unleaded",Used,,7.43,2.81,20.8783,GRP,Germany Â» 1,Germany 
4060,61,EUR 520000,EUR,520000.0,520000.0,Flybridge,Prestige Yachts ,"Used boat,Diesel",Used,2013.0,15.2,4.5,68.39999999999999,PVC,Sweden Â» SuÃ¨de,Sweden 
8388,61,EUR 39900,EUR,39900.0,39900.0,Center console boat,BÃ©nÃ©teau ,"new boat from stock,Unleaded",Used,2020.0,6.04,2.26,13.6504,PVC,"France Â» LES SABLES OLONNE, France",France 
4973,61,EUR 245000,EUR,245000.0,245000.0,Trawler,,"Used boat,Diesel",Used,2009.0,13.4,4.3,57.62,Steel,"France Â» Dunkerque, France",France 
3250,61,Â£ 1995000,Â£,1995000.0,2314200.0,Flybridge,Sunseeker ,"Used boat,Diesel",new,2014.0,23.16,5.52,127.8432,GRP,Montenegro Â» Tivat,Montenegro 
5147,61,EUR 219000,EUR,219000.0,219000.0,Hardtop,Giorgi ,"Used boat,Diesel",new,2009.0,15.4,4.2,64.68,GRP,Italy,Italy
8628,61,EUR 35000,EUR,35000.0,35000.0,Pilothouse,BÃ©nÃ©teau ,"Used boat,Diesel",new,2004.0,7.6,2.75,20.9,,"France Â» LA FORET FOUESNANT, France",France 
2835,61,EUR 399000,EUR,399000.0,399000.0,Hardtop,Prestige Yachts ,"Used boat,Diesel",new,2012.0,15.6,4.5,70.2,PVC,"France Â» CANET EN ROUSSILLON, CANET EN ROUSSILLON",France 
3224,61,EUR 1579000,EUR,1579000.0,1579000.0,Motor Yacht,Azimut ,Used boat,Used,2016.0,20.8,5.18,107.744,,Croatia (Hrvatska),Croatia (Hrvatska)
8013,61,DKK 361000,DKK,361000.0,46930.0,Pilothouse,Jeanneau ,new boat from stock,new,2020.0,6.0,2.0,12.0,,Denmark Â» Svendborg,Denmark 
9712,61,EUR 10450,EUR,10450.0,10450.0,Fishing Boat,Bombard ,new boat from stock,new,,5.5,2.18,11.99,GRP,Germany Â» MUENCHEN,Germany 
8289,61,EUR 42000,EUR,42000.0,42000.0,Pilothouse,BÃ©nÃ©teau ,"Used boat,Diesel",Used,2004.0,7.6,2.75,20.9,PVC,"France Â» ANTIBES, ANTIBES",France 
1761,61,EUR 99900,EUR,99900.0,99900.0,Motor Yacht,Cranchi ,"Used boat,Diesel",Used,2006.0,12.2,3.85,46.97,,Italy Â» Adriatic Sea,Italy 
4896,61,EUR 255000,EUR,255000.0,255000.0,Flybridge,Azimut ,"Used boat,Diesel",Used,2005.0,14.0,4.0,56.0,GRP,Croatia (Hrvatska) Â» Kvarner,Croatia (Hrvatska) 
7905,61,EUR 49900,EUR,49900.0,49900.0,Motor Yacht,Italmar ,Used boat,Used,2007.0,6.9,2.55,17.595,GRP,Germany Â» Hock Boote,Germany 
2453,61,EUR 229900,EUR,229900.0,229900.0,House Boat,,new boat from stock,Used,2020.0,12.0,4.5,54.0,Steel,Netherlands Â» Nieuwbouw,Netherlands 
1389,61,EUR 70000,EUR,70000.0,70000.0,Cabin Boat,,"Used boat,Diesel",Used,,11.6,3.0,34.8,Steel,Czech Republic Â» Prague ,Czech Republic 
2626,61,EUR 284000,EUR,284000.0,284000.0,Motor Yacht,Prestige Yachts ,"Used boat,Diesel",new,2011.0,13.34,4.17,55.6278,GRP,Spain Â» Mallorca Â» Cala dÂ´Or ,Spain 
3500,61,EUR 1700000,EUR,1700000.0,1700000.0,Flybridge,Hatteras ,"Used boat,Diesel",Used,2011.0,19.46,5.94,115.59240000000001,,Italy Â» Sardegna Â» Sardegna,Italy 
2213,61,EUR 170000,EUR,170000.0,170000.0,Sport Boat,,"Used boat,Unleaded",Used,2016.0,9.98,2.99,29.840200000000003,PVC,"France Â» MENTON GARAVAN, MENTON",France 
5192,61,EUR 210000,EUR,210000.0,210000.0,Motor Yacht,Siemer ,"Used boat,Diesel",Used,2009.0,12.6,4.1,51.66,Steel,Germany Â» Potsdam,Germany 
2120,61,EUR 150000,EUR,150000.0,150000.0,Sport Boat,,"Used boat,Diesel",Used,1999.0,13.8,4.35,60.03,GRP,Italy Â» Campania Â» Campania,Italy 
2902,61,EUR 452200,EUR,452200.0,452200.0,Motor Yacht,Sessa ,"new boat from stock,Diesel",new,,13.1,3.9,51.089999999999996,GRP,Germany Â» AB WERFT,Germany 
9109,61,EUR 24500,EUR,24500.0,24500.0,Launch,,Used boat,Used,2007.0,5.83,2.02,11.7766,GRP,Netherlands Â» In verkoophaven,Netherlands 
3142,61,EUR 990000,EUR,990000.0,990000.0,Flybridge,Princess ,"Used boat,Diesel",Used,2009.0,22.0,5.48,120.56,,Croatia (Hrvatska),Croatia (Hrvatska)
8442,61,EUR 39000,EUR,39000.0,39000.0,Center console boat,BÃ©nÃ©teau ,"Used boat,Unleaded",new,2018.0,6.43,2.52,16.203599999999998,PVC,"France Â» CAPBRETON, France",France 
2408,61,EUR 220000,EUR,220000.0,220000.0,Hardtop,BÃ©nÃ©teau ,Used boat,Used,2011.0,12.9,3.99,51.471000000000004,GRP,Italy Â» Campania Â» Campania,Italy 
2002,61,EUR 133200,EUR,133200.0,133200.0,Cabin Boat,Viper ,"new boat from stock,Unleaded",Used,,8.65,2.59,22.4035,GRP,Germany Â» 1,Germany 
2257,61,EUR 180000,EUR,180000.0,180000.0,Hardtop,Sessa ,Used boat,Used,2010.0,11.5,3.75,43.125,GRP,Italy Â» Campania Â» Campania,Italy 
6024,61,EUR 129000,EUR,129000.0,129000.0,Pilothouse,,"Used boat,Diesel",Used,2004.0,10.22,2.25,22.995,GRP,Italy Â» Friuli-Venezia Giulia,Italy 
8223,61,EUR 43690,EUR,43690.0,43690.0,Pilothouse,BÃ©nÃ©teau ,"new boat from stock,Unleaded",Used,2020.0,6.48,2.53,16.3944,GRP,Austria Â» Wiener Neustadt,Austria 
2561,61,EUR 264800,EUR,264800.0,264800.0,Motor Yacht,Viper ,"new boat from stock,Diesel",Used,,9.8,3.0,29.400000000000002,GRP,Germany Â» 2,Germany 
4379,61,EUR 375000,EUR,375000.0,375000.0,Flybridge,Azimut ,"Used boat,Diesel",Used,2006.0,16.7,4.75,79.325,GRP,Croatia (Hrvatska),Croatia (Hrvatska)
5126,61,EUR 219500,EUR,219500.0,219500.0,Trawler,ReLine ,Used boat,Used,2009.0,12.25,4.15,50.837500000000006,Steel,"Netherlands Â» Verkoophaven IJsseldelta Marina Hattem, Geldersedi",Netherlands 
8429,61,EUR 39151,EUR,39151.0,39151.0,Pilothouse,Jeanneau ,"new boat from stock,Unleaded",new,,7.17,2.8,20.075999999999997,GRP,Germany Â» 1,Germany 
6449,61,EUR 99000,EUR,99000.0,99000.0,Fishing Boat,Tiara ,"Used boat,Diesel",Used,2007.0,10.03,3.81,38.2143,GRP,Italy Â» Toscana Â» LIVORNO,Italy 
1762,61,EUR 99900,EUR,99900.0,99900.0,Motor Yacht,Sea Ray ,"Used boat,Diesel",Used,1998.0,12.65,4.22,53.382999999999996,,Spain Â» Mallorca Â» Mittelmeer Mallorca,Spain 
2808,61,EUR 380000,EUR,380000.0,380000.0,Flybridge,Fairline ,"Used boat,Diesel",Used,2003.0,18.44,4.91,90.5404,GRP,Croatia (Hrvatska) Â» INFO DD-YACHTING,Croatia (Hrvatska) 
8593,61,EUR 35000,EUR,35000.0,35000.0,Classic,,"Used boat,Diesel",new,1995.0,8.48,3.11,26.3728,Wood,Spain Â» Mallorca Â» Mallorca,Spain 
4619,61,EUR 300000,EUR,300000.0,300000.0,Flybridge,,"Used boat,Diesel",Used,1994.0,21.95,5.6,122.91999999999999,GRP,"Italy Â» Lombardy, Soiano del Lago",Italy 
4453,61,EUR 350000,EUR,350000.0,350000.0,Flybridge,Ferretti ,Used boat,Used,2005.0,17.86,5.25,93.765,GRP,Italy,Italy
7034,61,EUR 75000,EUR,75000.0,75000.0,Pilothouse,Jeanneau ,"new boat from stock,Unleaded",Used,2020.0,7.43,2.81,20.8783,PVC,"France Â» Arzon, Arzon",France 
1694,61,EUR 95000,EUR,95000.0,95000.0,Offshore Boat,Pursuit ,"Used boat,Unleaded",new,2005.0,11.0,2.9,31.9,,Italy Â» Sardegna Â» Sardegna,Italy 
5860,61,EUR 140000,EUR,140000.0,140000.0,Motor Yacht,Cantieri Estensi ,"Used boat,Diesel",Used,2009.0,9.99,3.5,34.965,GRP,Italy Â» Toscana Â» Toscana,Italy 
6786,61,EUR 85000,EUR,85000.0,85000.0,Sport Boat,BÃ©nÃ©teau ,"new boat from stock,Unleaded",Used,2020.0,7.13,2.53,18.038899999999998,PVC,"France Â» 06600, France",France 
8943,60,EUR 27954,EUR,27954.0,27954.0,Sport Boat,Quicksilver (Brunswick Marine) ,"new boat on order,Unleaded",Used,2020.0,5.95,2.4,14.28,GRP,Germany Â» Niedersachsen Â» Hannover,Germany 
7549,60,CHF 64460,CHF,64460.0,63815.4,Sport Boat,Quicksilver (Brunswick Marine) ,"new boat from stock,Unleaded",Used,2020.0,6.2,2.4,14.879999999999999,,Switzerland Â» Luganersee Â» Caslano,Switzerland 
2966,60,Â£ 479000,Â£,479000.0,555640.0,Motor Yacht,Sunseeker ,"Used boat,Diesel",Used,2013.0,15.79,4.27,67.42329999999998,GRP,Portugal Â» Vilamoura,Portugal 
5700,60,Â£ 139995,Â£,139995.0,162394.19999999998,Flybridge,Sunseeker ,"Used boat,Diesel",new,1995.0,14.02,4.39,61.547799999999995,,"United Kingdom Â» Gillingham, Royaume Uni",United Kingdom 
8149,60,EUR 45000,EUR,45000.0,45000.0,Sport Boat,Boston Whaler ,Used boat,Used,1998.0,9.3,3.6,33.480000000000004,GRP,Italy Â» Campania Â» Campania,Italy 
4174,60,EUR 450000,EUR,450000.0,450000.0,Flybridge,Apreamare ,"Used boat,Diesel",Used,2007.0,14.97,4.8,71.856,,Italy Â» Nord Adria,Italy 
9084,60,EUR 24990,EUR,24990.0,24990.0,Center console boat,Jeanneau ,"new boat from stock,Unleaded",Used,,6.31,2.48,15.6488,GRP,Germany,Germany
7655,60,EUR 57000,EUR,57000.0,57000.0,Pilothouse,BÃ©nÃ©teau ,"Used boat,Unleaded",Used,2017.0,8.23,2.76,22.7148,PVC,"France Â» les sables d'Olonne, France",France 
1824,60,EUR 109900,EUR,109900.0,109900.0,Sport Boat,Regal ,"new boat from stock,Unleaded",Used,,7.4,2.5,18.5,GRP,"Germany Â» BOOTSSERVICE ENK/TREIS/MOSEL, BOOTSSERVICE ENK/TRE",Germany 
5194,60,EUR 210000,EUR,210000.0,210000.0,Flybridge,Fairline ,"Used boat,Diesel",Used,2002.0,14.59,4.3,62.736999999999995,,Italy Â» Aprilia Marittima,Italy 
2172,60,EUR 160000,EUR,160000.0,160000.0,Motor Yacht,,Used boat,new,,19.59,5.0,97.95,Steel,Netherlands Â» Nieuwbouw,Netherlands 
7987,60,EUR 49000,EUR,49000.0,49000.0,Pilothouse,Ocqueteau ,"Used boat,Diesel",Used,2014.0,6.92,2.65,18.338,PVC,"France Â» MATIGNON, France",France 
7202,60,EUR 69500,EUR,69500.0,69500.0,Motor Yacht,,"Used boat,Diesel",Used,1973.0,13.0,4.05,52.65,Steel,Netherlands Â» Omgeving Dordrecht,Netherlands 
3039,60,EUR 650000,EUR,650000.0,650000.0,Motor Yacht,Maxi Dolphin ,"Used boat,Diesel",new,2016.0,15.42,4.26,65.6892,,Italy Â» Sardinia,Italy 
2645,60,EUR 295000,EUR,295000.0,295000.0,Flybridge,Aicon ,"Used boat,Diesel",Used,2004.0,17.4,4.8,83.52,GRP,Croatia (Hrvatska),Croatia (Hrvatska)
5511,60,EUR 174500,EUR,174500.0,174500.0,Trawler,Privateer ,Used boat,Used,2005.0,12.5,4.0,50.0,Steel,"Netherlands Â» Niet in verkoophaven, bezichtiging op afspraak",Netherlands 
9091,60,EUR 24970,EUR,24970.0,24970.0,Center console boat,Quicksilver ,"new boat from stock,Unleaded",Used,,5.47,2.29,12.526299999999999,GRP,Germany,Germany
5798,60,EUR 147500,EUR,147500.0,147500.0,Motor Yacht,Azimut ,"Used boat,Diesel",new,1997.0,12.01,4.1,49.24099999999999,GRP,Portugal Â» Lisbon,Portugal 
8282,60,EUR 42000,EUR,42000.0,42000.0,Pontoon Boat,Pro-Line ,"Used boat,Unleaded",Used,2007.0,7.01,2.62,18.3662,GRP,Italy Â» Lazio Â» FORMIA,Italy 
3470,60,EUR 1950000,EUR,1950000.0,1950000.0,Flybridge,Azimut ,"Used boat,Diesel",Display,2009.0,23.7,5.6,132.72,,Italy Â» Friuli Venezia Giulia Â» Friuli Venezia Giulia,Italy 
2329,60,EUR 199000,EUR,199000.0,199000.0,Motor Yacht,Jeanneau ,"Used boat,Diesel",Used,2009.0,13.36,4.16,55.5776,GRP,Croatia (Hrvatska) Â» Dalmatien,Croatia (Hrvatska) 
5662,60,EUR 158000,EUR,158000.0,158000.0,Flybridge,Cantieri Estensi ,"Used boat,Diesel",Used,2005.0,13.6,4.2,57.12,,Italy Â» Emilia Romagna Â» Emilia Romagna,Italy 
2396,60,EUR 217300,EUR,217300.0,217300.0,Motor Yacht,Jeanneau ,new boat from stock,Used,2019.0,9.79,3.62,35.4398,,Italy Â» Campania Â» Campania,Italy 
8471,60,EUR 38340,EUR,38340.0,38340.0,Sport Boat,Quicksilver (Brunswick Marine) ,"new boat on order,Unleaded",Used,2020.0,6.66,2.55,16.983,GRP,Germany Â» Niedersachsen Â» Hannover,Germany 
4920,60,EUR 250000,EUR,250000.0,250000.0,Flybridge,BÃ©nÃ©teau ,"Used boat,Diesel",Used,2015.0,12.89,4.05,52.2045,PVC,"France Â» Marseille, France",France 
3083,60,EUR 780000,EUR,780000.0,780000.0,Flybridge,Princess ,"Used boat,Diesel",Used,2010.0,18.91,5.03,95.1173,,Italy Â» Tirreno,Italy 
3968,60,EUR 590000,EUR,590000.0,590000.0,Flybridge,Astondoa ,Used boat,Used,2001.0,22.2,5.5,122.1,GRP,Netherlands,Netherlands
5398,60,EUR 188500,EUR,188500.0,188500.0,Cabin Boat,Jeanneau ,"new boat on order,Diesel",new,2020.0,9.23,2.98,27.5054,,Germany Â» Schwebheim / Schweinfurt,Germany 
2192,60,EUR 169000,EUR,169000.0,169000.0,Motor Yacht,Cruisers Yachts ,"Used boat,Diesel",Used,2008.0,12.2,3.96,48.312,GRP,Croatia (Hrvatska) Â» Split,Croatia (Hrvatska) 
7893,60,EUR 50000,EUR,50000.0,50000.0,Pilothouse,,Used boat,new,2004.0,9.3,3.21,29.853,GRP,Italy Â» Mar Tirreno,Italy 
8269,60,EUR 42500,EUR,42500.0,42500.0,Pilothouse,BÃ©nÃ©teau ,"Used boat,Unleaded",Used,2015.0,7.23,2.78,20.0994,PVC,"France Â» BREST, France",France 
3392,60,EUR 3674550,EUR,3674550.0,3674550.0,Flybridge,Absolute ,new boat from stock,Used,2020.0,22.2,5.6,124.32,,Malta,Malta
3305,60,EUR 5300000,EUR,5300000.0,5300000.0,Mega Yacht,Benetti ,"Used boat,Diesel",Used,2012.0,31.7,7.01,222.21699999999998,,Malta Â» San ?iljan,Malta 
2335,60,EUR 199000,EUR,199000.0,199000.0,Flybridge,BÃ©nÃ©teau ,"Used boat,Diesel",Used,2011.0,13.5,4.09,55.214999999999996,PVC,"France Â» PORT LEUCATE, PORT LEUCATE",France 
3686,60,EUR 950000,EUR,950000.0,950000.0,Flybridge,Fairline ,"Used boat,Diesel",Used,2013.0,19.35,4.85,93.8475,GRP,Spain Â» Alicante,Spain 
3930,60,EUR 600000,EUR,600000.0,600000.0,Flybridge,Sunseeker ,"Used boat,Diesel",Used,2000.0,22.6,5.43,122.718,GRP,Italy Â» Mar Tirreno,Italy 
3694,60,EUR 950000,EUR,950000.0,950000.0,Flybridge,Princess ,"Used boat,Diesel",Used,2009.0,21.46,5.22,112.0212,GRP,Croatia (Hrvatska) Â» Split,Croatia (Hrvatska) 
4557,60,EUR 320000,EUR,320000.0,320000.0,Motor Yacht,Fairline ,"Used boat,Diesel",Used,1997.0,20.0,5.18,103.6,GRP,Croatia (Hrvatska) Â» Split,Croatia (Hrvatska) 
7840,60,Â£ 47460,Â£,47460.0,55053.6,Pilothouse,Jeanneau ,new boat from stock,new,2020.0,7.39,2.57,18.992299999999997,PVC,"United Kingdom Â» Lincoln, Lincoln",United Kingdom 
5007,60,EUR 239000,EUR,239000.0,239000.0,Flybridge,Cranchi ,"Used boat,Diesel",Used,2006.0,15.01,4.33,64.9933,GRP,Italy Â» Veneto Â» Veneto,Italy 
6091,60,EUR 124500,EUR,124500.0,124500.0,Motor Yacht,,Used boat,Used,1901.0,30.0,5.77,173.1,Steel,Netherlands Â» Almere,Netherlands 
5003,60,EUR 239000,EUR,239000.0,239000.0,Flybridge,BÃ©nÃ©teau ,"Used boat,Diesel",Used,2015.0,13.5,4.09,55.214999999999996,PVC,"France Â» MARSEILLE, France",France 
1731,60,EUR 98500,EUR,98500.0,98500.0,Deck Boat,Moonday ,new boat from stock,Used,2019.0,10.6,3.3,34.98,GRP,Netherlands Â» Lemmer,Netherlands 
6061,60,EUR 125000,EUR,125000.0,125000.0,Motor Yacht,Trawler ,"Used boat,Diesel",new,1991.0,12.45,4.18,52.041,,Spain Â» Murcia,Spain 
8033,60,EUR 47900,EUR,47900.0,47900.0,Bowrider,Sea Ray ,"new boat from stock,Unleaded",new,2019.0,5.94,2.54,15.087600000000002,GRP,Germany Â» Boote Pfister GmbH Schwebheim / Schweinfurt,Germany 
7947,60,EUR 49500,EUR,49500.0,49500.0,Motor Yacht,,Used boat,Used,1975.0,11.4,3.88,44.232,Steel,Netherlands Â» Uitwellingerga,Netherlands 
887,60,EUR 44900,EUR,44900.0,44900.0,Sport Boat,Galia ,"new boat on order,Unleaded",Used,2020.0,5.7,2.38,13.565999999999999,GRP,Germany Â» Bayern Â» Boote Pfister Schwebheim / Schweinfurt,Germany 
7079,60,EUR 73900,EUR,73900.0,73900.0,Sport Boat,Sessa ,"Used boat,Diesel",new,2006.0,9.5,3.0,28.5,,Italy Â» Aprilia Marittima di Latisana (UD),Italy 
7273,60,EUR 68000,EUR,68000.0,68000.0,Flybridge,Ocqueteau ,"Used boat,Diesel",Used,2004.0,9.75,3.4,33.15,,France,France
851,60,EUR 42165,EUR,42165.0,42165.0,Deck Boat,Quicksilver ,"new boat from stock,Unleaded",Used,,7.23,2.55,18.4365,GRP,Germany Â» Berlin Â» BOOTSCENTER KESER BERLIN,Germany 
4305,60,EUR 397500,EUR,397500.0,397500.0,Trawler,Smelne ,Used boat,Used,2011.0,13.88,4.42,61.3496,Steel,Netherlands Â» In verkoophaven,Netherlands 
4113,60,DKK 3637500,DKK,3637500.0,472875.0,Motor Yacht,Navalia ,"new boat from stock,Diesel",new,2003.0,19.81,5.1,101.03099999999999,GRP,Denmark Â» Frankrig,Denmark 
5373,60,EUR 190000,EUR,190000.0,190000.0,Flybridge,Rodman ,"Used boat,Diesel",Used,2008.0,13.7,4.18,57.26599999999999,PVC,"France Â» saint cyprien, France",France 
3589,60,EUR 1200000,EUR,1200000.0,1200000.0,Motor Yacht,,"Used boat,Diesel",new,1996.0,29.7,6.7,198.99,Wood,,
4258,60,EUR 419900,EUR,419900.0,419900.0,Flybridge,Azimut ,"Used boat,Diesel",Used,2008.0,14.3,4.52,64.636,GRP,Greece,Greece
1483,60,EUR 77000,EUR,77000.0,77000.0,Flybridge,BÃ©nÃ©teau ,"Used boat,Diesel",new,2005.0,10.8,3.44,37.152,PVC,"France Â» LES SABLES OLONNE, France",France 
2573,60,EUR 269000,EUR,269000.0,269000.0,Flybridge,Azimut ,"Used boat,Diesel",new,2008.0,12.9,4.22,54.437999999999995,GRP,Croatia (Hrvatska),Croatia (Hrvatska)
6741,60,EUR 86000,EUR,86000.0,86000.0,Motor Yacht,Ferretti ,"Used boat,Diesel",new,1991.0,14.59,4.28,62.4452,,Italy Â» Aprilia Marittima di Latisana (UD),Italy 
761,60,EUR 38794,EUR,38794.0,38794.0,Pilothouse,Jeanneau ,new boat on order,new,2020.0,7.43,2.81,20.8783,GRP,Germany Â» BÃ¶nningstedt,Germany 
3629,60,EUR 1090000,EUR,1090000.0,1090000.0,Flybridge,Princess ,Used boat,Used,2009.0,22.83,5.71,130.3593,GRP,"Latvia Â» Riga, (LAT)",Latvia 
6205,60,EUR 118000,EUR,118000.0,118000.0,Sport Boat,BÃ©nÃ©teau ,"Used boat,Unleaded",Used,2019.0,9.0,2.95,26.55,,"France Â» BENODET, France",France 
6856,60,EUR 80000,EUR,80000.0,80000.0,Flybridge,Blackfin ,Used boat,new,1994.0,11.58,4.32,50.025600000000004,,Italy Â» Campania Â» Campania,Italy 
2664,60,EUR 299000,EUR,299000.0,299000.0,Motor Yacht,Fairline ,"Used boat,Diesel",new,2003.0,15.98,4.26,68.0748,GRP,Spain Â» Mallorca Â» Mallorca,Spain 
860,60,EUR 43000,EUR,43000.0,43000.0,Sport Boat,Formula ,"Used boat,Unleaded",new,2003.0,7.92,2.56,20.2752,GRP,Croatia (Hrvatska) Â» Rovinj,Croatia (Hrvatska) 
