,Number of views last 7 days,Price,currency,amount,Price_Euros,Boat Type,Manufacturer,Type,Condition,Year Built,Length,Width,Size,Material,Location,Country
3002,64,EUR 595000,EUR,595000.0,595000.0,Motor Yacht,Sunseeker ,"Used boat,Diesel",Used,2006.0,22.25,5.21,115.9225,GRP,Greece Â» ?????,Greece 
3873,64,EUR 675000,EUR,675000.0,675000.0,Flybridge,Prestige Yachts ,"Used boat,Diesel",new,2017.0,16.31,4.5,73.395,PVC,"France Â» Port Grimaud, Port Grimaud",France 
4847,64,EUR 265000,EUR,265000.0,265000.0,Motor Yacht,Absolute ,"Used boat,Diesel",Used,2009.0,14.36,4.24,60.8864,GRP,Greece Â» ?????,Greece 
8806,64,EUR 30000,EUR,30000.0,30000.0,Sport Boat,Garin ,"Used boat,Diesel",new,1997.0,8.35,2.95,24.6325,GRP,Portugal Â» Lisbon,Portugal 
7609,64,EUR 58729,EUR,58729.0,58729.0,Center console boat,BÃ©nÃ©teau ,"new boat from stock,Unleaded",Used,2019.0,6.0,2.0,12.0,PVC,"Spain Â» Huelva, Espagne",Spain 
3532,64,EUR 1500000,EUR,1500000.0,1500000.0,Motor Yacht,Sanlorenzo ,"Used boat,Diesel",Display,2007.0,23.0,6.17,141.91,GRP,Italy,Italy
2624,64,EUR 285000,EUR,285000.0,285000.0,Hardtop,Cantieri Estensi ,"Used boat,Diesel",Used,2009.0,14.85,4.5,66.825,,Italy Â» Aprilia Marittima di Latisana (UD),Italy 
463,64,EUR 25900,EUR,25900.0,25900.0,Sport Boat,Marinello ,"new boat from stock,Unleaded",Used,2015.0,5.3,2.3,12.19,,Germany Â» Hock Boote,Germany 
7208,64,EUR 69500,EUR,69500.0,69500.0,Sport Boat,Riva ,"Used boat,Diesel",Used,1995.0,10.3,2.55,26.265,PVC,"Turkey Â» Gocek, Gocek",Turkey 
9541,64,EUR 14756,EUR,14756.0,14756.0,Sport Boat,Quicksilver ,"new boat from stock,Unleaded",Used,,4.44,1.8,7.992000000000001,GRP,Germany Â» BOOTSCENTER KESER,Germany 
6881,64,EUR 79900,EUR,79900.0,79900.0,Sport Boat,Regal ,"new boat from stock,Unleaded",new,,6.8,2.5,17.0,GRP,"Germany Â» BOOTSSERVICE ENK/TREIS/MOSEL, BOOTSSERVICE ENK/TRE",Germany 
7568,64,EUR 59000,EUR,59000.0,59000.0,Flybridge,Center Craft ,Used boat,Used,1982.0,11.27,3.7,41.699,GRP,Italy Â» Liguria Â» Liguria,Italy 
1027,64,EUR 49999,EUR,49999.0,49999.0,Sport Boat,IRON ,new boat on order,new,2020.0,6.52,2.44,15.9088,GRP,Germany Â» Kiel,Germany 
108,64,EUR 9575,EUR,9575.0,9575.0,Sport Boat,Sting ,new boat from stock,Used,2016.0,4.88,2.03,9.9064,GRP,Germany Â» Grevenbroich,Germany 
6274,64,EUR 112000,EUR,112000.0,112000.0,Flybridge,Carnevali ,"Used boat,Diesel",Used,1997.0,11.99,4.35,52.156499999999994,GRP,Italy Â» Nord Adria,Italy 
6418,64,EUR 99950,EUR,99950.0,99950.0,Motor Yacht,Quicksilver ,"new boat from stock,Unleaded",Used,,8.06,3.0,24.18,GRP,Germany Â» Berlin Â» BOOTSCENTER KESER BERLIN,Germany 
3798,64,EUR 790000,EUR,790000.0,790000.0,Flybridge,Austin Parker ,"Used boat,Diesel",Used,2013.0,16.04,5.06,81.16239999999999,GRP,Italy Â» Toscana Â» Toscana,Italy 
7993,64,EUR 49000,EUR,49000.0,49000.0,Trawler,,Used boat,Used,1987.0,11.08,3.6,39.888,Steel,Netherlands Â» In verkoophaven,Netherlands 
2284,63,EUR 185000,EUR,185000.0,185000.0,House Boat,,"Used boat,Diesel",new,2009.0,18.0,4.5,81.0,Steel,"Netherlands Â» Omgeving Parijs, Frankrijk",Netherlands 
2730,63,EUR 335000,EUR,335000.0,335000.0,Flybridge,Jeanneau ,"Used boat,Diesel",new,2019.0,11.43,3.8,43.434,PVC,"France Â» VILLENEUVE LOUBET, France",France 
3926,63,EUR 625000,EUR,625000.0,625000.0,Motor Yacht,BÃ©nÃ©teau ,"Used boat,Diesel",Used,2019.0,15.1,4.27,64.47699999999999,GRP,Croatia (Hrvatska) Â» INFO DD-YACHTING,Croatia (Hrvatska) 
387,63,DKK 169800,DKK,169800.0,22074.0,Sport Boat,Pioner ,new boat from stock,new,2020.0,5.0,2.0,10.0,,Denmark Â» Svendborg,Denmark 
9107,63,EUR 24500,EUR,24500.0,24500.0,Cabin Boat,Intermare ,"Used boat,Diesel",nan,1988.0,7.13,2.6,18.538,GRP,Italy Â» Toscana Â» Toscana,Italy 
2235,63,EUR 175000,EUR,175000.0,175000.0,Motor Yacht,Sessa ,Used boat,Used,2010.0,11.7,3.75,43.875,GRP,Italy,Italy
3983,63,EUR 580000,EUR,580000.0,580000.0,Flybridge,Sanlorenzo ,"Used boat,Diesel",Used,1999.0,24.95,6.17,153.9415,GRP,Italy Â» Veneto Â» Veneto,Italy 
9175,63,EUR 22900,EUR,22900.0,22900.0,Bowrider,Larson ,"Used boat,Unleaded",Used,2005.0,6.0,2.0,12.0,PVC,Spain Â» Alicante (Alacant),Spain 
8394,63,EUR 39900,EUR,39900.0,39900.0,Cabin Boat,Skagerrak ,Used boat,Used,2002.0,7.2,2.7,19.44,GRP,Netherlands Â» In verkoophaven,Netherlands 
3946,63,EUR 599000,EUR,599000.0,599000.0,Motor Yacht,Integrity ,"Used boat,Diesel",Used,2020.0,14.0,4.2,58.800000000000004,GRP,Germany Â» Rostock,Germany 
3879,63,EUR 670000,EUR,670000.0,670000.0,Motor Yacht,Sunseeker ,"Used boat,Diesel",new,2007.0,22.86,5.46,124.81559999999999,GRP,Italy Â» La Spezia,Italy 
3947,63,EUR 599000,EUR,599000.0,599000.0,Flybridge,Prestige Yachts ,"new boat from stock,Diesel",Used,2020.0,13.06,4.1,53.546,GRP,Germany Â» BÃ¶nningstedt,Germany 
8540,63,EUR 36695,EUR,36695.0,36695.0,Sport Boat,Parker ,"new boat from stock,Unleaded",new,,6.45,2.46,15.867,GRP,Germany Â» Hamburg Â» HAMBURG,Germany 
3595,63,EUR 1195000,EUR,1195000.0,1195000.0,Flybridge,Selene ,"Used boat,Diesel",Used,2008.0,21.0,5.0,105.0,GRP,Greece,Greece
3590,63,EUR 1200000,EUR,1200000.0,1200000.0,Flybridge,Princess ,"Used boat,Diesel",Used,2009.0,21.43,5.48,117.4364,GRP,,
2229,63,EUR 175000,EUR,175000.0,175000.0,Motor Yacht,Sessa ,"Used boat,Diesel",Used,2008.0,12.92,3.9,50.388,GRP,Greece Â» Paleo Faliro,Greece 
2316,63,EUR 197500,EUR,197500.0,197500.0,Motor Yacht,,Used boat,new,2002.0,13.55,4.15,56.23250000000001,Steel,Netherlands Â» Grou,Netherlands 
3661,63,EUR 990000,EUR,990000.0,990000.0,Motor Yacht,Elegance ,"Used boat,Diesel",Used,2008.0,22.0,6.0,132.0,GRP,Netherlands,Netherlands
6677,63,EUR 89000,EUR,89000.0,89000.0,Pilothouse,BÃ©nÃ©teau ,"Used boat,Unleaded",Used,2018.0,7.99,2.8,22.372,PVC,"France Â» Beaulieu, Beaulieu",France 
871,63,EUR 44000,EUR,44000.0,44000.0,Pilothouse,BÃ©nÃ©teau ,"Used boat,Diesel",Used,2008.0,7.48,2.95,22.066000000000003,PVC,"France Â» 44380 PORNICHET, 44380 PORNICHET",France 
1072,63,DKK 399000,DKK,399000.0,51870.0,Sport Boat,Campion ,new boat from stock,Used,2019.0,6.0,2.0,12.0,,Denmark Â» Svendborg,Denmark 
7484,63,EUR 60900,EUR,60900.0,60900.0,Deck Boat,Ranieri International ,"new boat from stock,Unleaded",new,2019.0,6.75,2.5,16.875,GRP,Italy,Italy
8431,63,EUR 39000,EUR,39000.0,39000.0,Deck Boat,Jeanneau ,"new boat from stock,Unleaded",Used,2018.0,6.0,2.0,12.0,PVC,"France Â» Rixheim, France",France 
2041,63,EUR 139900,EUR,139900.0,139900.0,Motor Yacht,Sessa ,"Used boat,Diesel",new,2006.0,12.9,3.85,49.665,GRP,Italy Â» Nord Adria,Italy 
9651,63,EUR 12000,EUR,12000.0,12000.0,Deck Boat,,"Used boat,Diesel",Used,1989.0,7.0,,,,"Italy Â» Sardegna Â» Olbia, Sardegna - Costa Smeralda",Italy 
591,63,EUR 30645,EUR,30645.0,30645.0,Deck Boat,Quicksilver ,"new boat from stock,Unleaded",Used,,6.12,2.4,14.687999999999999,GRP,Germany Â» Berlin Â» BOOTSCENTER KESER BERLIN,Germany 
627,63,EUR 33000,EUR,33000.0,33000.0,Center console boat,,"Used boat,Unleaded",Used,2013.0,6.3,2.4,15.12,,Italy Â» Puglia,Italy 
3900,63,EUR 649000,EUR,649000.0,649000.0,Motor Yacht,Windy ,"Used boat,Diesel",Used,2017.0,14.84,3.99,59.211600000000004,GRP,Spain Â» Mallorca Â» Mallorca,Spain 
632,63,EUR 33000,EUR,33000.0,33000.0,Sport Boat,Antaris ,"Used boat,Unleaded",Used,2008.0,7.0,2.0,14.0,GRP,Croatia (Hrvatska) Â» Dalmatia,Croatia (Hrvatska) 
677,63,EUR 35000,EUR,35000.0,35000.0,Sport Boat,,"Used boat,Unleaded",Used,2009.0,7.25,2.57,18.6325,GRP,Croatia (Hrvatska) Â» Rab,Croatia (Hrvatska) 
2991,63,Â£ 519950,Â£,519950.0,603142.0,Motor Yacht,Princess ,"Used boat,Diesel",Used,2012.0,16.64,4.48,74.5472,GRP,United Kingdom Â» Swanwick,United Kingdom 
4024,63,EUR 549000,EUR,549000.0,549000.0,"Classic,Mega Yacht",,"Used boat,Diesel",Used,1953.0,31.41,7.27,228.3507,Wood,Croatia (Hrvatska) Â» Split,Croatia (Hrvatska) 
9299,63,EUR 19800,EUR,19800.0,19800.0,Sport Boat,,"new boat from stock,Unleaded",Used,2020.0,5.24,1.98,10.3752,GRP,Germany,Germany
2785,63,EUR 373900,EUR,373900.0,373900.0,Flybridge,Jeanneau ,new boat from stock,Used,,13.7,4.13,56.580999999999996,,Netherlands Â» In verkoophaven,Netherlands 
6261,63,DKK 843000,DKK,843000.0,109590.0,Pilothouse,Jeanneau ,new boat from stock,new,2019.0,8.0,2.0,16.0,,Denmark Â» Svendborg,Denmark 
5876,63,EUR 139500,EUR,139500.0,139500.0,Motor Yacht,Innovazione&Progetti ,"Used boat,Diesel",Used,2002.0,14.0,4.0,56.0,GRP,Croatia (Hrvatska) Â» islands,Croatia (Hrvatska) 
4341,63,EUR 389000,EUR,389000.0,389000.0,Motor Yacht,Astondoa ,"Used boat,Diesel",Used,2000.0,22.05,5.72,126.126,GRP,Italy Â» Sardegna Â» Sardegna,Italy 
3269,63,EUR 2600000,EUR,2600000.0,2600000.0,Motor Yacht,,"Used boat,Diesel",Used,2004.0,24.08,6.93,166.87439999999998,Steel,,
1104,63,EUR 55000,EUR,55000.0,55000.0,Pilothouse,BÃ©nÃ©teau ,"Used boat,Unleaded",Used,2016.0,6.98,2.77,19.334600000000002,PVC,"France Â» Saint Quay Portrieux, France",France 
7666,63,EUR 56800,EUR,56800.0,56800.0,Pilothouse,BÃ©nÃ©teau ,new boat from stock,Used,2020.0,7.98,2.95,23.541000000000004,,Italy,Italy
2977,63,EUR 550000,EUR,550000.0,550000.0,Motor Yacht,Overmarine ,"Used boat,Diesel",Used,2004.0,23.23,5.6,130.088,GRP,France Â» Mittelmeer,France 
4939,63,EUR 249800,EUR,249800.0,249800.0,Mega Yacht,,Used boat,Used,1930.0,33.88,6.0,203.28000000000003,Steel,Netherlands Â» onbekend,Netherlands 
1641,63,EUR 89000,EUR,89000.0,89000.0,Flybridge,Dellapasqua ,"Used boat,Diesel",new,2003.0,11.3,3.5,39.550000000000004,GRP,Italy Â» Mar Tirreno,Italy 
5172,63,EUR 215000,EUR,215000.0,215000.0,Motor Yacht,Tiara ,Used boat,new,2005.0,13.66,4.56,62.28959999999999,GRP,Italy Â» Liguria Â» Liguria,Italy 
1693,63,EUR 95000,EUR,95000.0,95000.0,Flybridge,Rodman ,"Used boat,Diesel",new,2010.0,9.5,3.25,30.875,GRP,Portugal Â» Azores,Portugal 
4375,63,EUR 375000,EUR,375000.0,375000.0,Trawler,Linssen ,"Used boat,Diesel",Used,2008.0,13.5,4.3,58.05,,Germany Â» Urkaine,Germany 
4882,63,EUR 259000,EUR,259000.0,259000.0,Motor Yacht,Fairline ,"Used boat,Diesel",new,2001.0,16.61,4.67,77.56869999999999,GRP,Spain Â» Mallorca Â» Cala d' Or ,Spain 
5233,63,EUR 200000,EUR,200000.0,200000.0,Motor Yacht,Arcoa ,Used boat,Used,2006.0,11.93,3.68,43.9024,,France,France
3128,63,EUR 906100,EUR,906100.0,906100.0,Flybridge,Prestige Yachts ,new boat from stock,new,2020.0,18.7,4.84,90.508,GRP,Netherlands,Netherlands
6545,63,EUR 95000,EUR,95000.0,95000.0,Trawler,,"Used boat,Diesel",new,1990.0,11.72,3.85,45.12200000000001,GRP,Croatia (Hrvatska) Â» INFO DD-YACHTING,Croatia (Hrvatska) 
4691,63,EUR 290000,EUR,290000.0,290000.0,Runabout,Menorquin ,Used boat,new,2003.0,15.95,5.0,79.75,GRP,Italy Â» Toscana Â» Toscana,Italy 
5960,63,EUR 134500,EUR,134500.0,134500.0,Passenger boat,,"Used boat,Diesel",new,1940.0,13.7,3.08,42.196,Steel,Netherlands Â» Gelderland,Netherlands 
4885,63,EUR 258000,EUR,258000.0,258000.0,Motor Yacht,Four Winns ,"Used boat,Diesel",Used,2010.0,13.3,4.07,54.13100000000001,GRP,Croatia (Hrvatska) Â» INFO DD-YACHTING,Croatia (Hrvatska) 
1888,63,EUR 119000,EUR,119000.0,119000.0,Motor Yacht,Sealine ,"Used boat,Diesel",new,2005.0,11.51,3.74,43.0474,,Italy Â» Liguria Â» Liguria,Italy 
7717,63,EUR 55000,EUR,55000.0,55000.0,Cabin Boat,Menorquin ,"Used boat,Diesel",new,1991.0,8.53,2.93,24.9929,Rubber,Spain Â» Mallorca Â» Mallorca,Spain 
6955,63,EUR 78000,EUR,78000.0,78000.0,Motor Yacht,Prinz ,Used boat,Used,2004.0,10.88,3.35,36.448,GRP,Italy Â» Toscana Â» Toscana,Italy 
4893,63,EUR 256000,EUR,256000.0,256000.0,Hardtop,BÃ©nÃ©teau ,"Used boat,Diesel",Used,2010.0,14.8,4.27,63.196,PVC,"France Â» CANET EN ROUSSILLON, France",France 
3226,63,EUR 1567638,EUR,1567638.0,1567638.0,Motor Yacht,Cranchi ,"new boat from stock,Diesel",new,2020.0,17.2,4.85,83.41999999999999,GRP,Italy Â» Veneto Â» San Giorgi,Italy 
5739,63,EUR 150000,EUR,150000.0,150000.0,Motor Yacht,Sessa ,Used boat,Used,2008.0,11.5,3.5,40.25,GRP,Italy,Italy
3180,63,Â£ 1038734,Â£,1038734.0,1204931.44,Flybridge,Prestige Yachts ,"new boat from stock,Diesel",Used,2019.0,18.9,4.88,92.23199999999999,PVC,"United Kingdom Â» Lincoln, Lincoln",United Kingdom 
6090,63,EUR 124500,EUR,124500.0,124500.0,Motor Yacht,,"Used boat,Diesel",Used,2007.0,13.5,4.22,56.97,Steel,Netherlands Â» Omgeving Antwerpen,Netherlands 
4496,63,EUR 340000,EUR,340000.0,340000.0,Flybridge,Aicon ,Used boat,Used,2007.0,17.4,4.8,83.52,GRP,Italy Â» Toscana Â» Toscana,Italy 
7793,63,EUR 53999,EUR,53999.0,53999.0,Runabout,Quicksilver (Brunswick Marine) ,"new boat from stock,Unleaded",Used,2020.0,6.99,2.55,17.8245,GRP,Germany Â» Kieler Bucht mit Fehmarn Â» Kiel,Germany 
5332,63,EUR 195000,EUR,195000.0,195000.0,Motor Yacht,Absolute ,"Used boat,Diesel",Used,2006.0,13.7,4.19,57.403000000000006,,Italy Â» Aprilia Marittima di Latisana (UD),Italy 
7317,63,Â£ 59950,Â£,59950.0,69542.0,Motor Yacht,Sunseeker ,"Used boat,Unleaded",Used,1990.0,11.28,3.23,36.4344,GRP,United Kingdom Â» Chatham,United Kingdom 
3303,63,EUR 5350000,EUR,5350000.0,5350000.0,Mega Yacht,,"new boat from stock,Diesel",Used,2019.0,30.55,7.4,226.07000000000002,,Italy Â» Mittelmeer Italien,Italy 
8095,62,EUR 45990,EUR,45990.0,45990.0,Sport Boat,Selection Boats ,"new boat from stock,Unleaded",Used,2020.0,5.7,2.5,14.25,PVC,"France Â» Chalon-sur-SaÃ´ne, France",France 
1586,62,EUR 85000,EUR,85000.0,85000.0,Flybridge,Dellapasqua ,Used boat,Used,2004.0,11.3,3.5,39.550000000000004,GRP,Italy Â» Campania Â» Campania,Italy 
8566,62,EUR 35900,EUR,35900.0,35900.0,Sport Boat,BÃ©nÃ©teau ,"Used boat,Unleaded",new,2014.0,7.2,2.51,18.072,PVC,"France Â» 29200 BREST, France",France 
2759,62,EUR 350000,EUR,350000.0,350000.0,Hardtop,Sunseeker ,"Used boat,Diesel",Used,1997.0,23.98,5.95,142.681,GRP,Italy Â» Sardegna Â» Sardegna,Italy 
8059,62,DKK 349000,DKK,349000.0,45370.0,Bowrider,Campion ,new boat from stock,Used,2020.0,5.0,2.0,10.0,,Denmark Â» Svendborg,Denmark 
5191,62,EUR 210000,EUR,210000.0,210000.0,Motor Yacht,Princess ,"Used boat,Diesel",Used,2003.0,14.81,4.01,59.3881,GRP,Croatia (Hrvatska),Croatia (Hrvatska)
6464,62,EUR 99000,EUR,99000.0,99000.0,Sport Boat,Regal ,"Used boat,Unleaded",Used,2013.0,8.05,2.6,20.930000000000003,,"France Â» MANDELIEU LA NAPOULE, France",France 
6455,62,EUR 99000,EUR,99000.0,99000.0,Flybridge,Neptunus ,"Used boat,Diesel",Used,1991.0,15.0,4.5,67.5,GRP,Italy Â» Adria,Italy 
584,62,EUR 30820,EUR,30820.0,30820.0,Sport Boat,Quicksilver (Brunswick Marine) ,"new boat on order,Unleaded",Used,2020.0,5.07,2.12,10.748400000000002,GRP,Germany Â» Baden-WÃ¼rttemberg Â» Allensbach am Bodensee,Germany 
3882,62,EUR 669000,EUR,669000.0,669000.0,Motor Yacht,Dominator ,"Used boat,Diesel",Used,2008.0,20.8,5.5,114.4,,Montenegro Â» Montenegro,Montenegro 
7679,62,EUR 56049,EUR,56049.0,56049.0,Center console boat,Jeanneau ,"new boat on order,Unleaded",new,2020.0,9.12,2.98,27.177599999999998,GRP,Germany Â» BÃ¶nningstedt,Germany 
9250,62,EUR 20850,EUR,20850.0,20850.0,Sport Boat,Quicksilver (Brunswick Marine) ,new boat from stock,new,2019.0,4.54,1.85,8.399000000000001,,Germany Â» Ausstellungshalle Schweich,Germany 
6158,62,EUR 119600,EUR,119600.0,119600.0,House Boat,,new boat from stock,Used,2020.0,14.4,4.35,62.63999999999999,Aluminium,Lithuania Â» onbekend,Lithuania 
6498,62,EUR 98000,EUR,98000.0,98000.0,Sport Boat,Baia ,Used boat,Used,1990.0,14.8,4.4,65.12,,Italy Â» Campania Â» Campania,Italy 
3584,62,Â£ 1100000,Â£,1100000.0,1276000.0,Motor Yacht,Sunseeker ,"Used boat,Diesel",Used,2018.0,16.15,4.61,74.4515,GRP,France Â» La Napoule,France 
6366,62,EUR 105000,EUR,105000.0,105000.0,Flybridge,Jeanneau ,"Used boat,Diesel",new,2003.0,11.6,3.84,44.544,GRP,Spain Â» Alicante,Spain 
4735,62,DKK 2100000,DKK,2100000.0,273000.0,Motor Yacht,Fairline ,"new boat from stock,Diesel",new,2006.0,14.34,4.01,57.5034,GRP,Denmark Â» Frankrig,Denmark 
5570,62,EUR 167000,EUR,167000.0,167000.0,Motor Yacht,Cranchi ,"Used boat,Diesel",Used,2003.0,15.33,4.32,66.2256,,"Italy Â» Friuli Venezia Giulia Â» Friuli Venezia Giulia, Aprilia Marittima di Latisa",Italy 
6155,62,EUR 119800,EUR,119800.0,119800.0,House Boat,,"new boat from stock,Unleaded",Used,,11.0,4.0,44.0,,Germany Â» Hamburg Â» HAMBURG,Germany 
1378,62,EUR 69750,EUR,69750.0,69750.0,Pilothouse,BÃ©nÃ©teau ,"Used boat,Unleaded",Used,2014.0,8.91,2.96,26.3736,PVC,"France Â» 56400 PLUNERET, 56400 AURAY",France 
7417,62,EUR 64000,EUR,64000.0,64000.0,Trawler,,Used boat,Used,1959.0,14.0,4.1,57.39999999999999,Steel,Netherlands Â» onbekend,Netherlands 
3557,62,EUR 1350000,EUR,1350000.0,1350000.0,Motor Yacht,Princess ,"Used boat,Diesel",Used,2008.0,25.98,6.27,162.8946,GRP,Croatia (Hrvatska),Croatia (Hrvatska)
2643,62,EUR 295000,EUR,295000.0,295000.0,Flybridge,Princess ,"Used boat,Diesel",Used,2003.0,14.64,4.57,66.90480000000001,GRP,Spain Â» Alicante,Spain 
1190,62,EUR 59500,EUR,59500.0,59500.0,Cabin Boat,Jeanneau ,"new boat from stock,Unleaded",Used,2020.0,6.9,2.48,17.112000000000002,GRP,Germany Â» Bayern Â» Boote Pfister Schwebheim / Schweinfurt,Germany 
796,62,EUR 39990,EUR,39990.0,39990.0,Motor Yacht,Regal ,"Used boat,Unleaded",Used,1993.0,10.5,3.5,36.75,,Croatia (Hrvatska) Â» DALMATIEN,Croatia (Hrvatska) 
9004,62,EUR 26820,EUR,26820.0,26820.0,Cabin Boat,Quicksilver ,"new boat from stock,Unleaded",new,,5.5,2.29,12.595,GRP,Germany Â» 1,Germany 
6767,62,EUR 85000,EUR,85000.0,85000.0,Motor Yacht,Kraps ,"Used boat,Diesel",Used,1989.0,13.5,4.32,58.32000000000001,,Germany Â» Raum DÃ¼sseldorf,Germany 
256,62,EUR 16900,EUR,16900.0,16900.0,Motor Yacht,Jeanneau ,Used boat,Used,2005.0,7.15,2.59,18.5185,PVC,"France Â» SAINT CYPRIEN, France",France 
8761,62,EUR 32000,EUR,32000.0,32000.0,Center console boat,Fiart Mare ,"Used boat,Diesel",Used,2005.0,7.49,2.76,20.6724,,Italy Â» Sicilia Â» Sicilia,Italy 
4528,62,EUR 330000,EUR,330000.0,330000.0,Motor Yacht,Bavaria ,"Used boat,Diesel",Used,2012.0,13.83,4.41,60.990300000000005,GRP,Croatia (Hrvatska) Â» KROATIEN,Croatia (Hrvatska) 
9752,62,DKK 69500,DKK,69500.0,9035.0,Center console boat,Pioner ,new boat from stock,Used,2019.0,4.0,1.0,4.0,,Denmark Â» Svendborg,Denmark 
5009,62,EUR 239000,EUR,239000.0,239000.0,Trawler,Linssen ,Used boat,Used,1999.0,13.99,4.35,60.8565,Steel,Netherlands Â» In verkoophaven,Netherlands 
367,62,EUR 21000,EUR,21000.0,21000.0,Center console boat,Quicksilver ,"new boat from stock,Unleaded",Used,2020.0,5.03,2.12,10.6636,,"France Â» granville, granville",France 
7035,62,EUR 75000,EUR,75000.0,75000.0,Pilothouse,BÃ©nÃ©teau ,"Used boat,Diesel",Used,2016.0,7.74,2.95,22.833000000000002,PVC,"France Â» 35260 CANCALE, France",France 
7046,62,EUR 74900,EUR,74900.0,74900.0,Pilothouse,BÃ©nÃ©teau ,"Used boat,Unleaded",Used,2014.0,8.81,2.96,26.0776,PVC,"France Â» La Seyne-sur-Mer, France",France 
3499,62,EUR 1705992,EUR,1705992.0,1705992.0,Flybridge,Cranchi ,"new boat from stock,Diesel",Used,2020.0,15.82,4.67,73.8794,GRP,"Italy Â» Linz Marine Test Centre ""Italo Monzino""",Italy 
2950,62,EUR 499000,EUR,499000.0,499000.0,Catamaran,Leopard ,"Used boat,Diesel",Used,2015.0,15.54,7.64,118.72559999999999,GRP,Croatia (Hrvatska) Â» Marina,Croatia (Hrvatska) 
4499,62,EUR 339900,EUR,339900.0,339900.0,Motor Yacht,Belliure ,"Used boat,Diesel",Used,2001.0,14.7,4.6,67.61999999999999,GRP,Spain Â» Alicante,Spain 
3693,62,EUR 950000,EUR,950000.0,950000.0,Hardtop,Sessa ,Used boat,Used,2014.0,19.24,5.07,97.5468,,Malta Â» malta,Malta 
845,62,EUR 42402,EUR,42402.0,42402.0,Sport Boat,Drago Boats ,"new boat from stock,Unleaded",Used,,6.65,2.28,15.161999999999999,GRP,Germany Â» CUXHAVEN,Germany 
9179,62,EUR 22900,EUR,22900.0,22900.0,Cabin Boat,Rodman ,"Used boat,Unleaded",Used,1991.0,7.4,2.8,20.72,PVC,"France Â» BARCARES, BARCARES",France 
9083,62,EUR 24990,EUR,24990.0,24990.0,Center console boat,Jeanneau ,new boat on order,Used,2020.0,6.77,2.48,16.7896,GRP,Germany Â» BÃ¶nningstedt,Germany 
7523,62,EUR 59990,EUR,59990.0,59990.0,Sport Boat,Quicksilver (Brunswick Marine) ,new boat from stock,new,,6.48,2.46,15.940800000000001,,Germany Â» Ausstellungshalle Schweich,Germany 
2436,62,EUR 225000,EUR,225000.0,225000.0,Center console boat,Innovazioni e Progetti ,Used boat,Used,2009.0,14.7,4.64,68.208,GRP,Italy Â» Campania Â» Campania,Italy 
1134,62,EUR 56000,EUR,56000.0,56000.0,Pilothouse,BÃ©nÃ©teau ,"Used boat,Unleaded",Used,2017.0,7.12,2.79,19.8648,PVC,"France Â» BENODET, France",France 
3721,62,EUR 890000,EUR,890000.0,890000.0,Hardtop,Azimut ,"Used boat,Diesel",Used,2005.0,26.21,5.83,152.8043,,Italy Â» Toscana Â» Toscana,Italy 
1358,62,EUR 69000,EUR,69000.0,69000.0,Sport Boat,Salpa ,"Used boat,Diesel",new,2006.0,9.4,3.3,31.02,GRP,Slovenia Â» LJUBLJANA,Slovenia 
5197,62,EUR 210000,EUR,210000.0,210000.0,Hardtop,Jeanneau ,"Used boat,Diesel",new,2018.0,10.44,3.0,31.32,PVC,"United States Â» Grado, Grado, Grado",United States 
4629,62,EUR 299900,EUR,299900.0,299900.0,Hardtop,Jeanneau ,"new boat from stock,Diesel",Used,2019.0,11.62,3.62,42.0644,GRP,Germany Â» Berlin Â» Werder (Havel),Germany 
5226,62,EUR 203431,EUR,203431.0,203431.0,Hardtop,Jeanneau ,"new boat from stock,Unleaded",Used,2020.0,10.0,3.0,30.0,PVC,Spain Â» Alicante (Alacant),Spain 
4789,62,EUR 275000,EUR,275000.0,275000.0,Hardtop,Sunseeker ,"Used boat,Diesel",Used,2005.0,16.15,1.4,22.609999999999996,GRP,Spain Â» Mallorca Â» Palma de Mallorca,Spain 
1342,62,EUR 68990,EUR,68990.0,68990.0,House Boat,,"Used boat,Unleaded",new,2013.0,10.0,4.0,40.0,Aluminium,Germany Â» Glindow,Germany 
4155,62,EUR 465000,EUR,465000.0,465000.0,Motor Yacht,Sunseeker ,"Used boat,Diesel",new,2009.0,17.02,4.63,78.8026,GRP,Croatia (Hrvatska),Croatia (Hrvatska)
8010,62,EUR 48750,EUR,48750.0,48750.0,Sport Boat,Karnic ,"new boat from stock,Unleaded",Used,,6.7,2.45,16.415000000000003,GRP,"Germany Â» BOOTSSERVICE ENK TREIS MOSEL BOO, BOOTSSERVICE ENK",Germany 
3972,62,EUR 587933,EUR,587933.0,587933.0,Flybridge,Prestige Yachts ,"new boat from stock,Diesel",new,2020.0,13.06,4.1,53.546,GRP,Germany Â» BÃ¶nningstedt,Germany 
8882,62,EUR 29155,EUR,29155.0,29155.0,Sport Boat,Jeanneau ,new boat from stock,Used,2020.0,6.4,2.48,15.872,GRP,Germany Â» BÃ¶nningstedt,Germany 
7456,62,EUR 62800,EUR,62800.0,62800.0,Deck Boat,Sessa ,Used boat,Used,2012.0,7.56,2.64,19.9584,GRP,Spain Â» Mallorca Â» Mallorca,Spain 
2073,62,EUR 145000,EUR,145000.0,145000.0,Motor Yacht,Cranchi ,"Used boat,Unleaded",new,2011.0,10.25,3.5,35.875,GRP,Slovenia Â» Portoroz,Slovenia 
