,Unnamed: 0,Number of views last 7 days,currency,Price_Euros,Boat Type,Manufacturer,Type,Condition,Year Built,Length,Width,Material,Country,price_percentile
185,185,598,EUR,150000.0,Bowrider,Frauscher ,"Display Model,Unleaded",Display,2017.0,7.47,2.49,GRP,Switzerland ,61-70
186,186,598,EUR,59500.0,Motor Yacht,Doral ,"Used boat,Diesel",Used,1999.0,8.25,2.59,GRP,Lake Constance ,31-40
187,187,597,CHF,67815.0,Sport Boat,Bavaria ,"Used boat,Unleaded",Used,2007.0,10.0,2.6,GRP,Switzerland ,31-40
188,188,597,EUR,6950000.0,Mega Yacht,,"Used boat,Diesel",Used,1998.0,47.0,9.0,Aluminium,Italy ,91-100
189,189,596,EUR,33000.0,"Sport Boat,Wakeboard/Wakesurf",MasterCraft ,"Used boat,Unleaded",Used,2006.0,6.1,2.5,Carbon Fiber,Poland ,11-20
190,190,595,CHF,28710.0,"Classic,Sport Boat",Boesch ,Used boat,Used,1967.0,5.1,2.0,Wood,Switzerland ,11-20
191,191,594,CHF,7920.0,Sport Boat,Regal ,"Used boat,Unleaded",Used,1982.0,5.69,2.24,Plastic,Switzerland ,0-10
192,192,593,CHF,21780.0,Cabin Boat,Saga ,"Used boat,Diesel",Used,1978.0,8.12,2.75,GRP,Switzerland ,11-20
193,193,589,CHF,16830.0,Cabin Boat,Sea Ray ,Used boat,Used,1985.0,3.0,8.0,Plastic,Switzerland ,0-10
194,194,586,EUR,32000.0,Cabin Boat,Nadirmarine ,"Used boat,Unleaded",Used,2011.0,7.5,2.5,GRP,Italy ,11-20
195,195,586,CHF,17820.0,Offshore Boat,Schweizer Bateaux ,"Used boat,Unleaded",Used,1989.0,8.6,2.3,GRP,Switzerland ,0-10
196,196,585,CHF,42075.0,Sport Boat,Sea Ray ,"Used boat,Unleaded",Used,2005.0,6.96,2.55,GRP,Switzerland ,21-30
197,197,585,EUR,10000.0,Sport Boat,Bayliner ,"Used boat,Unleaded",Used,1993.0,8.5,2.6,GRP,Italy ,0-10
198,198,583,CHF,18216.0,Deck Boat,Cobalt ,"Used boat,Unleaded",Used,1995.0,7.07,2.59,GRP,Switzerland ,0-10
199,199,582,EUR,98000.0,Motor Yacht,Paragon ,"Used boat,Diesel",Used,2009.0,8.52,3.0,GRP,Netherlands ,51-60
200,200,581,CHF,61380.0,"Classic,Runabout",Boesch ,Used boat,Used,1983.0,6.86,2.35,Wood,Switzerland ,31-40
201,201,581,CHF,29700.0,Sport Boat,Draco ,"Used boat,Unleaded",Used,1990.0,6.77,2.28,GRP,Switzerland ,11-20
202,202,578,EUR,29500.0,Trawler,Four Winns ,"Used boat,Unleaded",Used,2000.0,8.6,2.59,GRP,Lago Maggiore ,11-20
203,203,578,CHF,287100.0,"Classic,House Boat,Motor Yacht",Lavagna ,"Used boat,Diesel",Used,1967.0,18.5,4.95,Wood,France ,71-80
204,204,578,CHF,54450.0,Wakeboard/Wakesurf,Malibu ,"Used boat,Unleaded",Used,2014.0,6.1,2.59,,Switzerland ,31-40
205,205,577,EUR,99000.0,"Classic,Runabout",Riva ,"Used boat,Unleaded",Used,1962.0,6.0,2.16,Wood,Switzerland ,51-60
206,206,576,CHF,32670.0,Cabin Boat,Hollandia ,"Used boat,Diesel",Used,1991.0,10.3,3.3,Steel,Switzerland ,11-20
207,207,575,CHF,48015.0,Motor Yacht,Doral ,"Used boat,Unleaded",Used,2000.0,7.66,2.61,GRP,Switzerland ,21-30
208,208,574,CHF,6930.0,Bowrider,Ecofiber ,"Used boat,Unleaded",Used,2000.0,4.15,1.65,GRP,Switzerland ,0-10
209,209,573,CHF,117810.0,"Classic,Runabout",Boesch ,"Used boat,Unleaded",Used,1996.0,6.65,2.2,Wood,Switzerland ,51-60
210,210,571,CHF,341550.0,Motor Yacht,Erman Yachting ,"new boat from stock,Diesel",new,2020.0,10.9,3.5,GRP,Switzerland ,81-90
211,211,567,CHF,44550.0,"Sport Boat,Wakeboard/Wakesurf,Water ski",Sigrist ,"Used boat,Unleaded",Used,1973.0,5.6,2.1,Wood,Switzerland ,21-30
212,212,566,EUR,47500.0,"Classic,Sport Boat",Boesch ,"Used boat,Unleaded",Used,1979.0,5.8,2.05,Wood,Germany ,21-30
213,213,565,EUR,165000.0,"Cabin Boat,Motor Yacht,Sport Boat",,"Used boat,Diesel",Used,2007.0,16.0,4.2,Carbon Fiber,Spain ,61-70
214,214,565,CHF,9801.0,Sport Boat,Sunseeker ,"Used boat,Unleaded",Used,1980.0,6.9,2.45,GRP,Switzerland ,0-10
215,215,562,CHF,59400.0,Runabout,Frauscher ,"new boat on order,Diesel",new,2009.0,6.86,2.25,GRP,Switzerland ,31-40
216,216,561,CHF,7425.0,"Cabin Boat,Motor Yacht,Sport Boat",Coronet ,"Used boat,Unleaded",Used,1985.0,6.5,2.45,GRP,Switzerland ,0-10
217,217,555,CHF,89100.0,"Classic,Runabout",Boesch ,"Used boat,Unleaded",Used,2004.0,6.5,2.2,Wood,Switzerland ,41-50
218,218,554,EUR,776179.0,Sport Boat,Frauscher ,"new boat from stock,Diesel",new,2020.0,13.9,3.8,GRP,Switzerland ,91-100
219,219,550,EUR,29500.0,Sport Boat,Tullio Abbate ,"Used boat,Diesel",Used,1984.0,10.05,3.03,Plastic,Spain ,11-20
220,220,550,CHF,4950.0,Pilothouse,Lambro ,"Used boat,Unleaded",Used,,6.5,2.45,GRP,Switzerland ,0-10
221,221,549,CHF,28215.0,Bowrider,Clear ,"Used boat,Unleaded",Used,2014.0,6.15,2.2,GRP,Switzerland ,11-20
222,222,548,DKK,10399.87,Runabout,Stingray ,"Used boat,Unleaded",Used,2006.0,6.5,2.5,GRP,Juelsminde Havn ,0-10
223,223,546,CHF,44550.0,"Classic,Runabout",Riva ,Used boat,Used,1969.0,5.7,2.16,Wood,Switzerland ,21-30
224,224,543,CHF,5841.0,Sport Boat,Skibsplast ,Used boat,Used,1980.0,5.85,2.23,GRP,Switzerland ,0-10
225,225,540,CHF,27225.0,Sport Boat,Windy ,"Used boat,Unleaded",Used,1992.0,7.85,2.54,GRP,Switzerland ,11-20
226,226,540,CHF,14850.0,Fishing Boat,Hasler ,"Used boat,Unleaded",Used,1989.0,6.06,1.93,Steel,Switzerland ,0-10
227,227,540,CHF,19790.1,Sport Boat,Sea-Doo ,"Used boat,Unleaded",Used,2008.0,4.67,2.16,GRP,Switzerland ,0-10
228,228,539,EUR,115000.0,House Boat,,"Used boat,Unleaded",Used,2019.0,10.0,3.5,,Germany ,51-60
229,229,539,EUR,79000.0,"Motor Yacht,Sport Boat",Bavaria ,"Used boat,Unleaded",Used,2008.0,9.6,2.98,GRP,Germany ,41-50
230,230,538,CHF,14355.0,Sport Boat,Gobbi ,"Used boat,Unleaded",Used,1990.0,6.6,2.35,GRP,Switzerland ,0-10
231,231,537,CHF,21780.0,Sport Boat,Scand ,"Used boat,Unleaded",Used,1989.0,8.5,3.0,GRP,Switzerland ,11-20
232,232,535,CHF,34155.0,Cabin Boat,Bella ,Used boat,Used,2005.0,6.5,2.42,GRP,Switzerland ,11-20
233,233,535,Â£,8352098.6,Flybridge,Sunseeker ,"new boat on order,Diesel",new,2020.0,28.06,6.55,GRP,United Kingdom ,91-100
234,234,535,CHF,61875.0,Motor Yacht,Sea Ray ,"Used boat,Unleaded",Used,2004.0,8.72,2.89,GRP,Switzerland ,31-40
235,235,535,EUR,46800.0,Sport Boat,Cranchi ,"Used boat,Diesel",Used,2002.0,9.1,2.83,GRP,Switzerland ,21-30
236,236,534,EUR,89000.0,Classic,Riva ,"Used boat,Unleaded",Used,1970.0,6.55,2.33,Wood,Italy ,41-50
237,237,534,CHF,18810.0,Runabout,Flying Shark ,Display Model,Display,2019.0,4.2,1.73,GRP,Switzerland ,0-10
238,238,531,EUR,6900.0,Sport Boat,,"Used boat,Unleaded",Used,,6.0,1.95,GRP,Barssel,0-10
239,239,531,CHF,58905.0,"Classic,Sport Boat",Boesch ,"Used boat,Unleaded",Used,1963.0,6.4,2.22,Wood,Switzerland ,31-40
240,240,530,DKK,71370.0,Trawler,AMS Marine Yachten ,"Used boat,Diesel",Used,1976.0,12.2,4.25,GRP,Denmark ,41-50
241,241,529,CHF,37422.0,Bowrider,Tahoe ,"Used boat,Unleaded",Used,2015.0,6.05,2.38,GRP,Switzerland ,21-30
242,242,529,EUR,138500.0,Sport Boat,Tecnorib ,"new boat from stock,Unleaded",new,2020.0,9.02,3.12,GRP,Switzerland ,61-70
243,243,528,CHF,13068.0,Center console boat,Karel ,new boat on order,new,2020.0,5.5,2.1,GRP,Switzerland ,0-10
244,244,528,CHF,9899.01,Water ski,Correct Craft ,"Used boat,Unleaded",Used,1992.0,5.9,2.32,GRP,Switzerland ,0-10
245,245,527,EUR,15900.0,"Motor Yacht,Trawler",Formula ,"Used boat,Unleaded",Used,1989.0,10.3,3.25,GRP,Spain ,0-10
246,246,527,CHF,386100.0,"Classic,Motor Yacht",Riva ,"Used boat,Diesel",Used,2008.0,9.92,2.8,GRP,Switzerland ,81-90
247,247,527,EUR,24900.0,Motor Yacht,Bayliner ,"Used boat,Unleaded",Used,1997.0,8.45,2.56,GRP,Croatia (Hrvatska) ,11-20
248,248,527,CHF,21780.0,Hardtop,Finnmaster ,"Used boat,Unleaded",Used,2001.0,6.01,2.3,GRP,Switzerland ,11-20
249,249,526,CHF,58410.0,Flybridge,Bayliner ,"Used boat,Diesel",Used,1994.0,11.72,4.1,GRP,Switzerland ,31-40
250,250,525,EUR,129000.0,House Boat,Best ,"Used boat,Unleaded",Used,2019.0,12.0,4.35,Plastic,Germany ,51-60
251,251,525,EUR,13300.0,Cabin Boat,Windy ,"Used boat,Unleaded",Used,1980.0,7.4,2.8,GRP,Germany ,0-10
252,252,525,CHF,297000.0,House Boat,Altena ,"Used boat,Diesel",Used,2002.0,15.3,4.4,Steel,Switzerland ,71-80
253,253,524,EUR,225000.0,Motor Yacht,Condor Yachting ,"Used boat,Diesel",Used,1999.0,17.5,5.0,Steel,France ,71-80
254,254,523,EUR,14990.0,Cabin Boat,Sea Ray ,"Used boat,Unleaded",Used,1990.0,7.19,2.49,GRP,Germany ,0-10
255,255,522,CHF,35046.0,Sport Boat,Thoma ,new boat from stock,new,2020.0,5.6,1.7,GRP,Switzerland ,11-20
256,256,520,CHF,328703.76,Sport Boat,Regal ,"new boat from stock,Unleaded",new,2021.0,10.34,3.2,GRP,Switzerland ,81-90
257,257,520,EUR,29500.0,Runabout,Boesch ,Used boat,Used,1971.0,5.8,2.02,Wood,Germany ,11-20
258,258,518,EUR,39900.0,Mega Yacht,Dacapo ,"Used boat,Diesel",Used,1991.0,9.0,3.05,GRP,Germany ,21-30
259,259,517,CHF,103950.0,Sport Boat,,"Used boat,Unleaded",Used,2017.0,8.0,2.6,GRP,Switzerland ,51-60
260,260,517,CHF,42570.0,"Classic,Runabout",Boesch ,"Used boat,Unleaded",Used,1969.0,6.1,2.16,Wood,Switzerland ,21-30
261,261,516,EUR,29000.0,"Cabin Boat,Sport Boat",Bayliner ,"Used boat,Unleaded",Used,2004.0,7.34,2.57,GRP,Germany ,11-20
262,262,513,CHF,44550.0,"Motor Yacht,Sport Boat",Sea Ray ,"Used boat,Unleaded",Used,1995.0,8.53,3.2,GRP,Switzerland ,21-30
263,263,513,EUR,49950.0,Sport Boat,Cobalt ,"Used boat,Unleaded",Used,2007.0,7.26,2.59,Plastic,Switzerland ,31-40
264,264,512,CHF,3935.25,Fishing Boat,Terhi ,new boat from stock,new,2020.0,4.01,1.5,Thermoplastic,Switzerland ,0-10
265,265,512,EUR,12950.0,Cabin Boat,Bayliner ,"Used boat,Unleaded",Used,1996.0,5.97,2.29,GRP,Germany ,0-10
266,266,511,CHF,29601.0,"Classic,Sport Boat,Water ski",Boesch ,"Used boat,Unleaded",Used,1983.0,5.7,2.2,Wood,Switzerland ,11-20
267,267,508,EUR,24900.0,Cabin Boat,Fairline ,"Used boat,Unleaded",Used,1992.0,8.94,3.06,GRP,Germany ,11-20
268,268,508,CHF,311850.0,"Bowrider,Motor Yacht,Wakeboard/Wakesurf",Sea Ray ,"Used boat,Unleaded",Used,2017.0,10.5,3.2,GRP,Switzerland ,81-90
269,269,507,EUR,41500.0,"Sport Boat,Wakeboard/Wakesurf",MasterCraft ,"Used boat,Unleaded",Used,2008.0,6.4,2.59,Carbon Fiber,Poland ,21-30
270,270,507,CHF,24750.0,Pilothouse,Nidelv ,"Used boat,Diesel",Used,1988.0,8.66,3.04,GRP,Switzerland ,11-20
271,271,507,CHF,9801.0,Sport Boat,Draco ,"Used boat,Unleaded",Used,1986.0,5.15,2.1,GRP,Switzerland ,0-10
272,272,506,EUR,139000.0,"Cabin Boat,Hardtop,Trawler",Greenline ,"Used boat,Diesel",Used,2013.0,9.99,3.47,GRP,Germany ,61-70
273,273,503,EUR,35000.0,Motor Yacht,Jeanneau ,"Used boat,Unleaded",Used,2001.0,10.0,3.0,GRP,Germany ,11-20
274,274,503,CHF,10395.0,Sport Boat,,"Used boat,Unleaded",Used,2019.0,3.38,1.36,Wood,Switzerland ,0-10
275,275,503,CHF,48015.0,"Classic,Sport Boat,Water ski",Chris Craft ,"Used boat,Unleaded",Used,2006.0,6.0,2.45,GRP,Switzerland ,21-30
276,276,502,EUR,31000.0,"Cabin Boat,Motor Yacht,Sport Boat",Crownline ,"Used boat,Unleaded",Used,1999.0,8.89,3.15,GRP,Croatia (Hrvatska) ,11-20
277,277,501,EUR,35000.0,Sport Boat,Regal ,"Used boat,Unleaded",Used,2006.0,8.5,2.5,GRP,Italy ,11-20
278,278,499,EUR,139500.0,Motor Yacht,Bavaria ,"Used boat,Diesel",Used,2012.0,11.7,3.6,GRP,Germany ,61-70
279,279,498,EUR,8500.0,Cabin Boat,Seaswirl ,"Used boat,Unleaded",Used,1997.0,6.7,2.3,GRP,Italy ,0-10
280,280,495,CHF,9880.2,Cabin Boat,Fjord ,"Used boat,Unleaded",Used,1973.0,6.5,2.5,GRP,Switzerland ,0-10
281,281,494,CHF,23661.0,Sport Boat,Ebbtide ,"Used boat,Unleaded",Used,1992.0,5.8,2.34,GRP,Switzerland ,11-20
282,282,493,CHF,58410.0,Sport Boat,Stingray ,"Used boat,Unleaded",Used,2013.0,6.99,2.52,GRP,Switzerland ,31-40
283,283,491,EUR,42300.0,Cabin Boat,Sea Ray ,"Used boat,Unleaded",Used,2003.0,8.2,2.57,GRP,Germany ,21-30
284,284,490,EUR,7500.0,Sport Boat,Volvo ,"Used boat,Unleaded",Used,1995.0,5.8,2.28,GRP,Germany ,0-10
285,285,489,CHF,6732.0,Motor Yacht,Cranchi ,Used boat,Used,1981.0,5.75,2.27,GRP,Switzerland ,0-10
286,286,489,CHF,24750.0,Sport Boat,Windy ,"Used boat,Unleaded",Used,1994.0,7.85,2.54,GRP,Switzerland ,11-20
287,287,488,CHF,34650.0,Cabin Boat,Bayliner ,"Used boat,Unleaded",Used,2003.0,7.26,2.54,Plastic,Switzerland ,11-20
288,288,487,EUR,28500.0,Bowrider,Regal ,"Used boat,Unleaded",Used,2003.0,6.7,2.54,GRP,Bremen,11-20
289,289,486,CHF,47520.0,Sport Boat,Crownline ,"Used boat,Unleaded",Used,1999.0,8.15,2.59,GRP,Switzerland ,21-30
290,290,486,CHF,37620.0,Sport Boat,Rinker ,"Used boat,Unleaded",Used,2002.0,7.16,2.59,GRP,Switzerland ,21-30
291,291,485,CHF,25730.1,Sport Boat,Faeton ,"Used boat,Unleaded",Used,2006.0,7.3,2.75,GRP,Switzerland ,11-20
292,292,485,CHF,91575.0,Sport Boat,Chris Craft ,"Used boat,Unleaded",Used,2006.0,9.0,3.05,GRP,Switzerland ,41-50
293,293,483,CHF,25245.0,Sport Boat,Regal ,"Used boat,Unleaded",Used,2001.0,5.78,2.5,GRP,Switzerland ,11-20
294,294,482,EUR,235000.0,"Hardtop,Motor Yacht,Sport Boat",Bavaria ,"Used boat,Unleaded",Used,2017.0,13.29,3.97,GRP,Croatia (Hrvatska) ,71-80
295,295,481,CHF,375705.0,Hardtop,Galeon ,"Used boat,Diesel",Used,2017.0,11.37,3.43,GRP,Switzerland ,81-90
296,296,480,CHF,74250.0,"Runabout,Sport Boat,Water ski",Boesch ,Used boat,Used,1984.0,,,Wood,Switzerland ,41-50
297,297,479,EUR,50000.0,Motor Yacht,Cranchi ,"Used boat,Diesel",Used,2002.0,9.79,3.26,GRP,Italy ,31-40
298,298,478,EUR,58000.0,Motor Yacht,Bella ,"Used boat,Diesel",Used,2001.0,8.25,2.6,GRP,Germany ,31-40
299,299,478,EUR,115000.0,Cabin Boat,Gobbi ,"Used boat,Diesel",Used,2001.0,11.7,3.86,GRP,Germany ,51-60
300,300,477,EUR,50000.0,Working Boat,,"Used boat,Diesel",Used,1971.0,38.7,9.5,Steel,Italy ,31-40
301,301,476,CHF,15741.0,Sport Boat,Sea Sprite ,"Used boat,Unleaded",Used,1993.0,6.4,2.15,GRP,Switzerland ,0-10
302,302,476,CHF,120681.0,Wakeboard/Wakesurf,Centurion ,"Used boat,Unleaded",Used,2020.0,7.22,2.5,GRP,Switzerland ,51-60
303,303,476,EUR,115000.0,Offshore Boat,Sunseeker ,Used boat,Used,2000.0,11.85,2.34,GRP,Switzerland ,51-60
304,304,475,EUR,36000.0,"Cabin Boat,Flybridge,Motor Yacht",Marine Projects ,"Used boat,Diesel",Used,1988.0,12.2,3.4,GRP,Germany ,21-30
305,305,475,CHF,19503.0,"Cabin Boat,Fishing Boat,House Boat",Selje ,"Used boat,Diesel",Used,1977.0,7.25,2.53,GRP,Switzerland ,0-10
306,306,475,EUR,9500.0,Cabin Boat,,Used boat,Used,1978.0,8.5,2.9,Steel,Netherlands ,0-10
307,307,475,CHF,48510.0,House Boat,,"Used boat,Diesel",Used,1938.0,13.0,3.0,Steel,France ,21-30
308,308,474,CHF,3564.0,Catamaran,,"Used boat,Unleaded",Used,1999.0,6.2,2.38,Aluminium,Switzerland ,0-10
309,309,474,CHF,197505.0,Sport Boat,Cranchi ,"new boat on order,Unleaded",new,2020.0,9.85,2.98,GRP,Switzerland ,61-70
310,310,472,EUR,75000.0,Cabin Boat,Absolute ,"Used boat,Diesel",Used,2006.0,10.95,3.95,,Italy ,41-50
311,311,471,CHF,94050.0,Motor Yacht,Four Winns ,"Used boat,Unleaded",Used,2003.0,9.5,3.2,GRP,Switzerland ,51-60
312,312,471,EUR,225000.0,"House Boat,Motor Yacht,Trawler",Hollandia ,"Used boat,Diesel",Used,1998.0,14.3,4.45,Steel,Sweden ,71-80
313,313,471,CHF,153450.0,Flybridge,Sealine ,"Used boat,Diesel",Used,2003.0,11.74,3.78,GRP,Switzerland ,61-70
314,314,469,EUR,156000.0,Flybridge,Sealine ,"Used boat,Diesel",Used,2006.0,12.0,4.0,GRP,Italy ,61-70
315,315,468,CHF,19790.1,Sport Boat,Sunbird ,"Used boat,Unleaded",Used,1999.0,6.09,2.54,Plastic,Switzerland ,0-10
316,316,467,CHF,6831.0,Fishing Boat,Thoma ,Used boat,Used,1985.0,5.55,1.6,GRP,Switzerland ,0-10
317,317,467,CHF,133155.0,Flybridge,Forbina ,"Used boat,Diesel",Used,2001.0,10.0,3.45,GRP,Switzerland ,51-60
318,318,467,EUR,39000.0,Hardtop,Fjord ,"Used boat,Diesel",Used,1991.0,9.3,3.2,GRP,Germany ,21-30
319,319,466,CHF,21780.0,Pilothouse,Sessa ,"Used boat,Unleaded",Used,2006.0,6.5,2.43,GRP,Switzerland ,11-20
320,320,466,CHF,81180.0,Pilothouse,Jeanneau ,"Used boat,Diesel",Used,2014.0,7.74,2.81,GRP,Switzerland ,41-50
321,321,465,CHF,10395.0,Fishing Boat,Marino CN ,"Used boat,Unleaded",Used,2011.0,4.5,1.95,GRP,Switzerland ,0-10
322,322,464,EUR,125000.0,Motor Yacht,Princess ,"Used boat,Diesel",Used,1999.0,12.53,3.73,GRP,Portugal ,51-60
323,323,464,EUR,550000.0,House Boat,Baikal ,"new boat on order,Diesel",new,2021.0,18.0,8.0,Steel,Russian Federation ,81-90
324,324,463,CHF,8118.0,Pilothouse,Lambro ,Used boat,Used,,6.16,2.48,GRP,Switzerland ,0-10
325,325,462,CHF,41580.0,"Cabin Boat,Sport Boat",Chaparral ,"Used boat,Unleaded",Used,1993.0,8.5,2.75,Plastic,Switzerland ,21-30
326,326,462,CHF,8073.45,Bowrider,Terhi ,"new boat from stock,Unleaded",new,2020.0,4.45,1.85,Thermoplastic,Switzerland ,0-10
327,327,462,CHF,79101.0,"Classic,Runabout",Boesch ,"Used boat,Unleaded",Used,1986.0,5.9,2.18,Wood,Switzerland ,41-50
328,328,462,CHF,4336.2,Sport Boat,Linder ,new boat from stock,new,,4.31,1.64,Aluminium,Switzerland ,0-10
329,329,461,EUR,39500.0,"Cabin Boat,Hardtop,Sport Boat",Bazzerla ,"Used boat,Unleaded",Used,2006.0,9.2,2.9,GRP,Italy ,21-30
330,330,460,CHF,22275.0,Bowrider,Larson ,"Used boat,Unleaded",Used,1995.0,5.1,2.3,GRP,Switzerland ,11-20
331,331,460,CHF,71280.0,"Flybridge,Pilothouse",Princess ,"Used boat,Diesel",Used,1985.0,10.7,3.68,GRP,Faoug,41-50
332,332,460,CHF,8811.0,Sport Boat,Chaparral ,"Used boat,Unleaded",Used,1982.0,5.45,2.12,GRP,Switzerland ,0-10
333,333,459,EUR,417417.0,Hardtop,Marex ,"new boat from stock,Diesel",new,2020.0,11.99,3.45,GRP,Switzerland ,81-90
334,334,459,EUR,9850.0,House Boat,,Used boat,Used,1926.0,24.0,4.0,Steel,Netherlands ,0-10
335,335,457,CHF,22671.0,Sport Boat,Rio Iberica ,"Used boat,Unleaded",Used,2004.0,5.5,2.05,GRP,Switzerland ,11-20
336,336,457,CHF,29205.0,Motor Yacht,Windy ,"Used boat,Unleaded",Used,1989.0,9.1,3.0,GRP,Switzerland ,11-20
337,337,457,CHF,95040.0,Sport Boat,Windy ,"Used boat,Diesel",Used,2003.0,8.42,2.62,GRP,Switzerland ,51-60
338,338,457,EUR,40000.0,Motor Yacht,Fjord ,"Used boat,Diesel",Used,1994.0,12.0,3.49,GRP,Kroatien Krk,21-30
339,339,457,CHF,36135.0,Offshore Boat,Scarab ,"Used boat,Unleaded",Used,,8.6,2.3,GRP,Switzerland ,21-30
340,340,456,EUR,16500.0,"Classic,Motor Yacht",Sea Ray ,"Used boat,Unleaded",Used,1988.0,8.6,2.5,GRP,Netherlands ,0-10
341,341,455,EUR,15900.0,Cabin Boat,Glastron ,"Used boat,Unleaded",Used,1990.0,7.9,2.83,Carbon Fiber,Angera ,0-10
342,342,455,CHF,79200.0,Sport Boat,Windy ,Used boat,Used,2000.0,8.4,2.6,GRP,Switzerland ,41-50
343,343,455,EUR,27800.0,Sport Boat,Stingray ,"Used boat,Unleaded",Used,2003.0,6.9,2.5,,Switzerland ,11-20
344,344,454,EUR,1500000.0,Mega Yacht,Mondo marine ,"Used boat,Diesel",Used,1994.0,38.5,7.3,GRP,Spain ,91-100
345,345,454,CHF,20295.0,Sport Boat,Atlantic Marine ,new boat from stock,new,,6.55,2.5,GRP,Switzerland ,0-10
346,346,452,EUR,12500.0,Sport Boat,Sea Ray ,"Used boat,Unleaded",Used,1994.0,5.6,2.2,GRP,Italy ,0-10
347,347,451,CHF,19305.0,Center console boat,Elan ,"Used boat,Unleaded",Used,1989.0,4.95,2.0,GRP,Switzerland ,0-10
348,348,451,EUR,16800.0,Sport Boat,Ilver ,"Used boat,Unleaded",Used,1991.0,8.6,3.0,GRP,Switzerland ,0-10
349,349,449,EUR,176000.0,Motor Yacht,Jeanneau ,"Display Model,Unleaded",Display,2019.0,9.23,2.98,GRP,Switzerland ,61-70
350,350,448,CHF,34650.0,Pilothouse,Saga ,"Used boat,Diesel",Used,1991.0,7.6,2.75,GRP,Switzerland ,11-20
351,351,448,CHF,6831.0,Sport Boat,Invader ,"Used boat,Unleaded",Used,1994.0,5.0,2.16,GRP,Switzerland ,0-10
352,352,448,CHF,87120.0,"Classic,Runabout,Sport Boat",Riva ,"Used boat,Unleaded",Used,1962.0,5.51,1.91,Wood,Switzerland ,41-50
353,353,447,EUR,5900.0,Motor Yacht,Gobbi ,"Used boat,Unleaded",Used,1990.0,5.75,2.41,,Italy ,0-10
354,354,445,EUR,53900.0,Sport Boat,Bayliner ,"Used boat,Unleaded",Used,2017.0,6.64,2.55,GRP,Germany ,31-40
355,355,444,CHF,68310.0,Cabin Boat,Faeton ,"Used boat,Diesel",Used,2014.0,8.3,2.94,GRP,Switzerland ,31-40
356,356,444,EUR,45000.0,Cabin Boat,Yachtwerft Berlin ,"Used boat,Diesel",Used,1912.0,15.0,3.5,Steel,Germany ,21-30
357,357,442,EUR,12000.0,"Classic,Runabout,Sport Boat",Cranchi ,"Used boat,Unleaded",Used,1990.0,6.43,2.25,GRP,Serbia ,0-10
358,358,441,CHF,39105.0,Cabin Boat,ACM Dufour ,"Used boat,Diesel",Used,2000.0,7.73,2.58,GRP,Switzerland ,21-30
359,359,440,EUR,36500.0,"Classic,House Boat,Motor Yacht",,"Used boat,Diesel",Used,1948.0,10.78,3.91,Wood,Germany ,21-30
360,360,439,CHF,9801.0,Pilothouse,Sea Ray ,"Used boat,Unleaded",Used,1979.0,7.45,2.44,GRP,Switzerland ,0-10
361,361,439,EUR,139000.0,"Motor Yacht,Sport Boat",Bavaria ,"Used boat,Diesel",Used,2006.0,12.95,4.28,GRP,Italien ,61-70
362,362,437,CHF,11880.0,Pilothouse,Riva ,"Used boat,Unleaded",Used,1972.0,6.2,2.42,GRP,Lake Geneva ,0-10
363,363,436,EUR,57500.0,Motor Yacht,Mochi Craft ,"Used boat,Diesel",Used,1991.0,9.9,3.6,GRP,Germany ,31-40
364,364,436,CHF,13860.0,Pontoon Boat,Cranchi ,"Used boat,Unleaded",Used,1991.0,7.2,2.4,,Switzerland ,0-10
365,365,436,CHF,14652.0,"Cabin Boat,Sport Boat",Windy ,"Used boat,Unleaded",Used,1984.0,7.05,2.5,GRP,Switzerland ,0-10
366,366,436,EUR,99000.0,Flybridge,Princess ,"Used boat,Diesel",Used,1999.0,12.01,3.83,GRP,Netherlands ,51-60
367,367,435,EUR,88000.0,"Bowrider,Cabin Boat,Deck Boat",Bavaria ,"Used boat,Unleaded",Used,2016.0,8.3,2.96,GRP,Spain ,41-50
368,368,434,EUR,75000.0,Motor Yacht,Apreamare ,"Used boat,Diesel",Used,2004.0,9.6,3.3,GRP,Italy ,41-50
369,369,434,EUR,15000.0,"Classic,Runabout",,"Used boat,Unleaded",Used,1950.0,6.8,2.13,Wood,Germany ,0-10
370,370,434,CHF,14355.0,Bowrider,Trimarchi  ,new boat from stock,new,2020.0,5.7,2.1,GRP,Switzerland ,0-10
371,371,434,CHF,78012.0,Wakeboard/Wakesurf,Moomba ,"Used boat,Unleaded",Used,2019.0,6.22,2.55,GRP,Switzerland ,41-50
372,372,434,EUR,254000.0,Motor Yacht,Storebro ,"Used boat,Diesel",Used,2005.0,12.5,3.9,GRP,Germany ,71-80
373,373,433,EUR,152265.0,Sport Boat,Cranchi ,"new boat from stock,Unleaded",new,2020.0,7.85,2.49,GRP,Switzerland ,61-70
374,374,433,CHF,34650.0,Cabin Boat,Parker ,"Used boat,Unleaded",Used,,6.45,2.45,GRP,Switzerland ,11-20
375,375,433,EUR,9990.0,Cabin Boat,Draco ,"Used boat,Unleaded",Used,1979.0,7.6,2.8,GRP,Austria ,0-10
376,376,433,EUR,110000.0,Motor Yacht,Invictus ,"new boat from stock,Unleaded",new,2019.0,8.7,2.7,GRP,Switzerland ,51-60
377,377,432,EUR,15000.0,Sport Boat,Adler ,"Used boat,Diesel",Used,1980.0,9.5,,Plastic,Germany ,0-10
