,Unnamed: 0,Number of views last 7 days,currency,Price_Euros,Boat Type,Manufacturer,Type,Condition,Year Built,Length,Width,Material,Country,price_percentile
4351,4351,118,EUR,95790.0,Pilothouse,Beneteau,"new boat from stock,Unleaded",new,2020.0,8.23,2.99,GRP,Austria ,51-60
4352,4352,118,EUR,240000.0,Motor Yacht,Cranchi ,"Used boat,Diesel",Used,2012.0,12.01,4.06,,Italy ,71-80
4353,4353,118,EUR,155000.0,Pilothouse,Nord Star ,"Used boat,Diesel",Used,2012.0,9.3,3.1,PVC,France ,61-70
4354,4354,118,EUR,98000.0,Motor Yacht,Fairline ,"Used boat,Diesel",Used,2000.0,10.49,3.45,GRP,Portugal ,51-60
4355,4355,118,EUR,23990.0,Cabin Boat,,"Used boat,Unleaded",Used,1991.0,9.3,2.9,GRP,Austria ,11-20
4356,4356,118,EUR,260000.0,House Boat,,Used boat,Used,2020.0,18.0,5.5,Aluminium,Netherlands ,71-80
4357,4357,118,EUR,35000.0,Motor Yacht,Crownline ,"Used boat,Unleaded",Used,1999.0,8.8,2.99,GRP,Croatia (Hrvatska) ,11-20
4358,4358,118,EUR,2500000.0,Motor Yacht,Sanlorenzo ,"Used boat,Diesel",Used,2006.0,26.75,6.75,GRP,France ,91-100
4359,4359,118,EUR,80000.0,Pilothouse,Jeanneau ,"Used boat,Unleaded",Used,2015.0,7.95,2.92,GRP,Italy ,41-50
4360,4360,118,EUR,34750.0,Cabin Boat,,Used boat,Used,1982.0,7.2,2.95,GRP,Netherlands ,11-20
4361,4361,118,EUR,17000.0,Cabin Boat,Ultramar ,"Used boat,Unleaded",Used,2001.0,7.3,2.5,PVC,France ,0-10
4362,4362,118,EUR,26000.0,Cabin Boat,Sciallino ,"Used boat,Diesel",Used,1996.0,5.92,2.5,GRP,Porto Rotondo,11-20
4363,4363,118,EUR,33025.0,Center console boat,Beneteau,"new boat from stock,Unleaded",new,2020.0,5.96,2.26,GRP,Austria ,11-20
4364,4364,118,EUR,140000.0,Motor Yacht,Sea Ray ,"Used boat,Diesel",Used,2006.0,13.72,4.27,GRP,Croatia (Hrvatska) ,61-70
4365,4365,118,EUR,389000.0,Trawler,Altena ,Used boat,Used,1999.0,14.99,4.85,Steel,Netherlands ,81-90
4366,4366,118,EUR,399000.0,Flybridge,Azimut ,"Used boat,Diesel",Used,2013.0,14.0,4.8,PVC,Poland ,81-90
4367,4367,118,EUR,24000.0,Pilothouse,Faeton ,"Used boat,Unleaded",Used,2003.0,7.49,2.8,,Italy ,11-20
4368,4368,118,EUR,125000.0,Trawler,,Used boat,Used,1994.0,11.2,3.8,Steel,Netherlands ,51-60
4369,4369,118,EUR,279000.0,Hardtop,Sunseeker ,"Used boat,Diesel",Used,2004.0,16.99,4.6,GRP,Germany ,71-80
4370,4370,118,Â£,57941.99999999999,Sport Boat,Cruisers Yachts ,"Used boat,Diesel",Used,2006.0,9.32,3.1,PVC,United Kingdom ,31-40
4371,4371,118,EUR,125000.0,Offshore Boat,Hustler ,"Used boat,Gas",Used,2004.0,11.83,5.49,GRP,Slovenia ,51-60
4372,4372,118,EUR,179000.0,Motor Yacht,Elling ,Used boat,Used,1999.0,13.2,4.25,GRP,Netherlands ,61-70
4373,4373,118,EUR,39590.0,Deck Boat,Karnic ,new boat from stock,new,2019.0,7.8,2.45,,Italy ,21-30
4374,4374,118,EUR,350000.0,Flybridge,Astondoa ,"Used boat,Diesel",Used,1995.0,20.0,5.0,PVC,Spain ,81-90
4375,4375,118,EUR,245000.0,Runabout,Boesch ,"Used boat,Unleaded",Used,2011.0,7.8,2.5,Wood,Austria ,71-80
4376,4376,118,EUR,44800.0,Trawler,,Used boat,Used,1910.0,14.5,3.6,Steel,Netherlands ,21-30
4377,4377,118,EUR,1100000.0,Motor Yacht,Sunseeker ,"Used boat,Diesel",Used,2010.0,22.55,5.41,GRP,Spain,91-100
4378,4378,118,EUR,4250000.0,Mega Yacht,Johnson ,"Used boat,Diesel",Used,2013.0,32.92,7.2,GRP,Taiwan ,91-100
4379,4379,118,EUR,53900.0,Sport Boat,Ganz Boats ,new boat from stock,new,2019.0,6.8,2.35,,Italy ,31-40
4380,4380,118,CHF,21888.9,Center console boat,Sting ,new boat from stock,new,2020.0,5.3,2.15,GRP,Switzerland ,11-20
4381,4381,118,EUR,29500.0,Working Boat,,Used boat,Used,1978.0,9.7,3.33,Aluminium,Netherlands ,11-20
4382,4382,118,EUR,110000.0,Flybridge,Beneteau,"Used boat,Diesel",Used,2014.0,10.22,3.35,,France ,51-60
4383,4383,118,EUR,5500.0,Center console boat,Saver ,"Used boat,Unleaded",Used,1997.0,4.4,1.78,PVC,Spain ,0-10
4384,4384,118,EUR,129000.0,Flybridge,ACM Dufour ,"Used boat,Diesel",Used,2008.0,11.75,3.71,PVC,France ,51-60
4385,4385,118,EUR,45000.0,Bowrider,Cobalt ,"Used boat,Unleaded",Used,2015.0,8.12,2.59,,Spain ,21-30
4386,4386,118,EUR,113900.0,Sport Boat,Viper ,"Used boat,Unleaded",Used,2018.0,8.65,2.55,GRP,Germany ,51-60
4387,4387,118,EUR,145000.0,Trawler,Beneteau,"Used boat,Diesel",Used,2004.0,13.6,4.17,PVC,France ,61-70
4388,4388,118,EUR,147500.0,Trawler,De Boarnstream ,"Used boat,Diesel",Used,2008.0,10.8,3.8,Steel,Netherlands ,61-70
4389,4389,117,EUR,698000.0,Flybridge,Prestige Yachts ,"Used boat,Diesel",Used,2018.0,16.1,4.5,PVC,Monaco ,91-100
4390,4390,117,EUR,234900.0,Motor Yacht,Princess ,"Used boat,Diesel",Used,2002.0,15.2,4.27,GRP,Greece,71-80
4391,4391,117,EUR,4950000.0,Motor Yacht,,Used boat,Used,2019.0,26.7,,,Italy ,91-100
4392,4392,117,EUR,16750.0,Deck Boat,,new boat from stock,new,2020.0,6.15,2.3,,Germany ,0-10
4393,4393,117,EUR,379500.0,Motor Yacht,Majesty Yachts ,"Used boat,Diesel",Used,2010.0,17.3,4.9,,Spain ,81-90
4394,4394,117,EUR,44200.0,Sport Boat,Bayliner ,"new boat from stock,Unleaded",new,2020.0,6.2,2.5,GRP,Italy ,21-30
4395,4395,117,EUR,27000.0,Sport Boat,Beneteau,"Used boat,Diesel",Used,1995.0,8.91,3.14,PVC,France ,11-20
4396,4396,117,EUR,3300000.0,Mega Yacht,Majesty Yachts ,Diesel,Diesel,2013.0,32.68,6.85,,Italy ,91-100
4397,4397,117,EUR,178000.0,Motor Yacht,Jeanneau ,"Used boat,Diesel",Used,2009.0,11.92,3.9,,France,61-70
4398,4398,117,EUR,64000.0,Motor Yacht,Sessa ,"Used boat,Diesel",Used,2004.0,10.6,3.53,PVC,Spain ,31-40
4399,4399,117,EUR,86000.0,Motor Yacht,Edership ,Used boat,Used,1984.0,13.71,4.5,GRP,Croatia (Hrvatska),41-50
4400,4400,117,Â£,253982.0,Hardtop,Sealine ,"Used boat,Diesel",Used,2010.0,14.3,4.47,PVC,United Kingdom ,71-80
4401,4401,117,EUR,69950.0,Motor Yacht,D-Boat ,"Display Model,Unleaded",Display,2018.0,6.0,2.3,GRP,Germany ,41-50
4402,4402,117,EUR,5400000.0,Motor Yacht,Sanlorenzo ,"Used boat,Diesel",Used,2013.0,31.7,7.1,GRP,Spain ,91-100
4403,4403,117,EUR,54540.0,Sport Boat,Yamarin ,new boat from stock,new,2020.0,7.55,2.47,Aluminium,Germany ,31-40
4404,4404,117,EUR,68700.0,Sport Boat,Invictus ,"Used boat,Unleaded",Used,2016.0,8.1,2.7,PVC,France ,31-40
4405,4405,117,EUR,187500.0,Motor Yacht,Bavaria ,"new boat from stock,Unleaded",new,2018.0,11.65,3.99,,Italy ,61-70
4406,4406,117,CHF,5336.1,Working Boat,Cipax AS ,"new boat on order,Unleaded",new,,4.0,1.8,,Switzerland ,0-10
4407,4407,117,EUR,92271.0,Motor Yacht,Jeanneau ,new boat from stock,new,2020.0,10.52,3.2,GRP,Germany ,51-60
4408,4408,117,EUR,199000.0,Motor Yacht,Bavaria ,"Used boat,Unleaded",Used,2015.0,13.29,3.99,GRP,Germany ,61-70
4409,4409,117,EUR,129500.0,Hardtop,ManÃ² ,"Used boat,Diesel",Used,2009.0,11.7,3.95,GRP,Austria ,51-60
4410,4410,117,EUR,34500.0,Bowrider,Rinker ,"Used boat,Unleaded",Used,2007.0,7.98,2.57,PVC,Spain ,11-20
4411,4411,117,EUR,165000.0,Flybridge,Raffaelli ,"Used boat,Diesel",Used,2001.0,15.83,4.3,GRP,Italy ,61-70
4412,4412,117,EUR,44500.0,Fishing Boat,Invictus ,"new boat from stock,Unleaded",new,2018.0,6.1,2.4,,Germany ,21-30
4413,4413,117,EUR,29500.0,Trawler,,Used boat,Used,1971.0,9.4,3.2,Steel,Netherlands ,11-20
4414,4414,117,EUR,59500.0,Sport Boat,XO Boats ,Used boat,Used,2016.0,7.52,2.28,,Germany ,31-40
4415,4415,117,EUR,420000.0,House Boat,,Used boat,Used,2015.0,15.0,15.0,,Norway ,81-90
4416,4416,117,EUR,250000.0,Hardtop,Galeon ,"new boat from stock,Diesel",new,2018.0,9.95,3.35,GRP,Italy ,71-80
4417,4417,117,EUR,460000.0,Hardtop,Arcoa ,"Used boat,Diesel",Used,2008.0,18.72,4.99,PVC,Monaco ,81-90
4418,4418,117,EUR,79500.0,Trawler,Gruno ,"Used boat,Diesel",Used,1999.0,12.1,3.8,Steel,Germany ,41-50
4419,4419,117,EUR,59500.0,Motor Yacht,Broom ,"Used boat,Diesel",Used,1978.0,11.44,3.76,GRP,Belgium ,31-40
4420,4420,117,EUR,329000.0,Trawler,,"Used boat,Diesel",Used,1998.0,15.5,4.85,Steel,Netherlands ,81-90
4421,4421,117,EUR,223125.0,Motor Yacht,Parker ,"new boat from stock,Unleaded",new,,11.3,3.63,GRP,Germany ,71-80
4422,4422,117,EUR,595000.0,Mega Yacht,Vitech ,"Used boat,Diesel",Used,2008.0,23.47,5.33,GRP,Spain ,91-100
4423,4423,117,EUR,165000.0,Flybridge,Prestige Yachts ,"Used boat,Diesel",Used,2007.0,13.36,4.16,PVC,France ,61-70
4424,4424,117,EUR,29990.0,Trawler,Succes ,Diesel,Diesel,1979.0,10.5,3.4,Steel,Germany ,11-20
4425,4425,117,EUR,55000.0,Pilothouse,Jeanneau ,Used boat,Used,2007.0,7.5,2.94,GRP,Italy ,31-40
4426,4426,117,EUR,39900.0,Runabout,Boesch ,"Used boat,Unleaded",Used,1972.0,5.1,2.02,,Germany,21-30
4427,4427,117,EUR,295000.0,Hardtop,Zeeland Jachtbouw ,"Used boat,Diesel",Used,2005.0,14.5,4.5,Steel,Belgium ,71-80
4428,4428,117,EUR,11900.0,Sport Boat,Dynasty ,"Used boat,Unleaded",Used,1997.0,5.13,2.16,GRP,Germany ,0-10
4429,4429,117,EUR,53900.0,Pilothouse,Beneteau,new boat from stock,new,,7.48,2.5,GRP,Germany ,31-40
4430,4430,117,EUR,19300.0,Center console boat,Ranieri International ,"new boat from stock,Unleaded",new,2020.0,5.1,2.1,GRP,Germany ,0-10
4431,4431,117,EUR,790000.0,Motor Yacht,Riva ,"Used boat,Diesel",Used,2000.0,23.98,6.16,,Spain ,91-100
4432,4432,117,EUR,79500.0,Passenger boat,,Used boat,Used,2010.0,33.78,6.5,Steel,Netherlands ,41-50
4433,4433,116,EUR,226840.0,Motor Yacht,Viper ,"new boat from stock,Unleaded",new,,9.8,3.0,GRP,Germany ,71-80
4434,4434,116,EUR,199900.0,Motor Yacht,Greenline ,"new boat from stock,Diesel",new,2018.0,9.99,3.49,GRP,Netherlands ,71-80
4435,4435,116,EUR,27500.0,Pilothouse,Beneteau,"Used boat,Diesel",Used,2008.0,7.21,2.59,,France ,11-20
4436,4436,116,EUR,68000.0,Flybridge,Galeon ,"Used boat,Diesel",Used,2005.0,9.6,3.0,,Italy ,31-40
4437,4437,116,EUR,139900.0,Motor Yacht,Windy ,"Used boat,Diesel",Used,2003.0,12.34,3.48,GRP,Croatia (Hrvatska) ,61-70
4438,4438,116,EUR,210000.0,Flybridge,Jeanneau ,"Used boat,Diesel",Used,2011.0,10.92,3.72,GRP,Croatia (Hrvatska),71-80
4439,4439,116,EUR,220000.0,Pontoon Boat,Rizzardi ,"Used boat,Diesel",Used,2004.0,16.1,4.35,GRP,Italy ,71-80
4440,4440,116,EUR,85630.0,Cabin Boat,Eolo ,"new boat from stock,Unleaded",new,2019.0,7.3,2.55,GRP,Germany ,41-50
4441,4441,116,EUR,7849.0,Fishing Boat,Sting ,new boat from stock,new,2016.0,5.35,2.3,GRP,Germany ,0-10
4442,4442,116,EUR,79500.0,Motor Yacht,Jeanneau ,"Used boat,Diesel",Used,2009.0,10.25,3.63,,Italy ,41-50
4443,4443,116,DKK,27300.0,Center console boat,Jeanneau ,new boat from stock,new,2020.0,5.0,2.0,,Denmark ,11-20
4444,4444,116,EUR,8500.0,Pilothouse,Jeanneau ,"Used boat,Unleaded",Used,2006.0,5.8,2.5,PVC,France ,0-10
4445,4445,116,EUR,1495000.0,Motor Yacht,Riva ,"Used boat,Diesel",Used,2008.0,23.16,5.73,GRP,Portugal ,91-100
4446,4446,116,EUR,72000.0,Motor Yacht,Sessa ,"Used boat,Diesel",Used,2006.0,10.6,3.53,GRP,Spain ,41-50
4447,4447,116,EUR,75900.0,Motor Yacht,Succes ,"Used boat,Diesel",Used,2018.0,9.0,3.05,GRP,Germany ,41-50
4448,4448,116,EUR,38042.0,Center console boat,Rhea ,new boat from stock,new,,6.9,2.5,GRP,Netherlands ,21-30
4449,4449,116,EUR,35000.0,Sport Boat,Jeanneau ,Used boat,Used,2006.0,7.8,2.95,PVC,Spain ,11-20
4450,4450,116,EUR,99900.0,Trawler,,"Used boat,Diesel",Used,2004.0,9.25,3.33,Steel,Germany ,51-60
4451,4451,116,EUR,33723.0,Pilothouse,Drago Boats ,"new boat from stock,Unleaded",new,,6.6,2.28,GRP,Germany ,11-20
4452,4452,116,EUR,34900.0,Sport Boat,Nordkapp ,new boat on order,new,2018.0,7.05,2.3,GRP,Germany ,11-20
4453,4453,116,EUR,99500.0,Flybridge,Sealine ,"Used boat,Diesel",Used,2005.0,10.0,3.0,GRP,Croatia (Hrvatska) ,51-60
4454,4454,116,EUR,189000.0,Motor Yacht,Neptunus ,Used boat,Used,2009.0,11.7,3.89,GRP,Netherlands,61-70
4455,4455,116,EUR,99900.0,Flybridge,Jacabo ,Used boat,Used,1988.0,14.0,4.0,Steel,Netherlands ,51-60
4456,4456,116,EUR,159500.0,Motor Yacht,Sea Ray ,"Used boat,Unleaded",Used,2009.0,10.82,3.5,GRP,Germany ,61-70
4457,4457,116,EUR,56500.0,Bowrider,Sea Ray ,"new boat from stock,Unleaded",new,2020.0,5.94,2.54,GRP,Germany ,31-40
4458,4458,116,EUR,48000.0,Classic,,Used boat,Used,1936.0,10.22,3.3,Steel,Netherlands ,21-30
4459,4459,116,EUR,380000.0,Flybridge,Ferretti ,"Used boat,Diesel",Used,2000.0,18.65,5.25,,Italy ,81-90
4460,4460,116,EUR,290000.0,Motor Yacht,Sunseeker ,"Used boat,Diesel",Used,2009.0,14.97,4.3,GRP,,71-80
4461,4461,116,EUR,419000.0,Flybridge,Galeon ,"Used boat,Diesel",Used,2016.0,13.25,4.16,,Spain ,81-90
4462,4462,116,Â£,81142.0,Pilothouse,Jeanneau ,Used boat,Used,2013.0,8.71,3.02,PVC,United Kingdom ,41-50
4463,4463,116,EUR,265000.0,Hardtop,Pershing ,"Used boat,Diesel",Used,2002.0,16.7,4.7,GRP,Italy ,71-80
4464,4464,116,EUR,385000.0,Flybridge,,"Used boat,Diesel",Used,1928.0,25.0,5.0,Steel,Germany ,81-90
4465,4465,116,EUR,255000.0,Motor Yacht,Beneteau,"Used boat,Diesel",Used,2011.0,14.0,4.0,GRP,Croatia (Hrvatska) ,71-80
4466,4466,116,EUR,105000.0,Trawler,Menorquin ,"Used boat,Diesel",Used,1999.0,11.95,3.91,GRP,Portugal ,51-60
4467,4467,116,EUR,21396.0,Pilothouse,Jeanneau ,"new boat from stock,Unleaded",new,,5.64,2.45,GRP,Germany ,11-20
4468,4468,116,EUR,60000.0,Flybridge,Dellapasqua ,"Used boat,Diesel",Used,1987.0,11.37,3.75,GRP,Italy ,31-40
4469,4469,116,EUR,305000.0,Motor Yacht,Nimbus ,"Used boat,Diesel",Used,2012.0,13.2,3.9,PVC,France,81-90
4470,4470,116,EUR,15400.0,Center console boat,Ranieri ,new boat from stock,new,2019.0,6.0,2.25,GRP,Italy ,0-10
4471,4471,116,EUR,389000.0,Hardtop,Princess ,"Used boat,Diesel",Used,2014.0,12.5,3.8,,Spain ,81-90
4472,4472,116,EUR,565000.0,Motor Yacht,Cayman ,"Used boat,Diesel",Used,2011.0,19.5,5.1,GRP,Croatia (Hrvatska) ,81-90
4473,4473,116,EUR,139500.0,House Boat,,Used boat,Used,1911.0,27.16,4.6,Steel,Netherlands ,61-70
4474,4474,116,EUR,1130000.0,Motor Yacht,Azimut ,"Used boat,Diesel",Used,2010.0,21.62,5.56,,Italy ,91-100
4475,4475,116,EUR,21984.0,Sport Boat,Drago Boats ,"new boat from stock,Unleaded",new,,5.5,2.0,GRP,Germany,11-20
4476,4476,116,EUR,39500.0,Sport Boat,Four Winns ,"Used boat,Unleaded",Used,2004.0,8.46,2.85,GRP,Italy ,21-30
4477,4477,116,EUR,270000.0,Hardtop,Rizzardi ,"Used boat,Diesel",Used,2005.0,14.8,4.4,GRP,Italy ,71-80
4478,4478,116,EUR,449000.0,Motor Yacht,Nimbus ,"Used boat,Diesel",Used,2017.0,13.33,3.86,GRP,Germany ,81-90
4479,4479,115,EUR,18500.0,Cabin Boat,,Used boat,Used,1983.0,8.5,3.2,GRP,Netherlands ,0-10
4480,4480,115,EUR,78000.0,Trawler,Pedro ,Used boat,Used,2002.0,9.32,3.5,Steel,Germany ,41-50
4481,4481,115,EUR,79000.0,Pilothouse,Beneteau,Used boat,Used,2012.0,8.81,2.96,PVC,Spain ,41-50
4482,4482,115,EUR,795000.0,Flybridge,Prestige Yachts ,"Used boat,Diesel",Used,2016.0,17.92,4.79,PVC,Monaco ,91-100
4483,4483,115,EUR,14000.0,Sport Boat,Boston Whaler ,"Used boat,Unleaded",Used,1989.0,6.53,2.2,,Italy ,0-10
4484,4484,115,EUR,270000.0,Hardtop,Pershing ,Used boat,Used,2002.0,16.7,4.7,GRP,Italy ,71-80
4485,4485,115,EUR,17500.0,Sport Boat,Quicksilver ,"new boat from stock,Unleaded",new,,5.02,2.12,GRP,Germany ,0-10
4486,4486,115,EUR,2300000.0,Mega Yacht,Sunseeker ,"Used boat,Diesel",Used,2008.0,32.91,6.3,GRP,Italy,91-100
4487,4487,115,EUR,130000.0,Flybridge,Beneteau,"Used boat,Diesel",Used,2015.0,10.22,3.33,PVC,Spain ,51-60
4488,4488,115,EUR,150000.0,Sport Boat,Stilecatalini ,"Used boat,Diesel",Used,2018.0,8.12,3.5,GRP,Italy ,61-70
4489,4489,115,EUR,20490.0,Sport Boat,Sting ,new boat from stock,new,2018.0,6.08,2.37,GRP,Germany ,0-10
4490,4490,115,EUR,19000.0,Center console boat,,"new boat from stock,Unleaded",new,2020.0,5.8,2.37,,Italy ,0-10
4491,4491,115,EUR,150000.0,Flybridge,Jeanneau ,Used boat,Used,2010.0,11.3,3.9,GRP,Italy ,61-70
4492,4492,115,EUR,1897000.0,Motor Yacht,Northern Marine ,Diesel,Diesel,2007.0,25.76,6.51,,Montenegro ,91-100
4493,4493,115,EUR,22500.0,Cabin Boat,,"Used boat,Diesel",Used,1975.0,10.5,3.4,Steel,Netherlands ,11-20
4494,4494,115,EUR,189000.0,Motor Yacht,Beneteau,"Used boat,Diesel",Used,2015.0,10.98,3.98,GRP,Spain ,61-70
4495,4495,115,EUR,88700.0,House Boat,,"new boat from stock,Unleaded",new,,9.0,3.0,,Germany ,41-50
4496,4496,115,EUR,90000.0,Motor Yacht,Riviera ,Used boat,Used,1997.0,13.6,3.35,GRP,France ,41-50
4497,4497,115,EUR,10115.0,Sport Boat,Italmar ,new boat from stock,new,2020.0,4.99,2.1,GRP,Germany ,0-10
4498,4498,115,EUR,95000.0,Flybridge,,"Used boat,Diesel",Used,1996.0,12.0,3.9,GRP,Germany ,51-60
4499,4499,115,EUR,249000.0,Flybridge,Ferretti ,"Used boat,Diesel",Used,2003.0,14.5,4.6,GRP,France ,71-80
4500,4500,115,EUR,299500.0,Flybridge,Sessa ,"Used boat,Diesel",Used,2014.0,12.9,4.0,GRP,Spain ,81-90
4501,4501,115,EUR,142000.0,Hardtop,Sessa ,"Used boat,Diesel",Used,2007.0,12.9,3.84,GRP,Italy ,61-70
4502,4502,115,EUR,134000.0,Wakeboard/Wakesurf,Nautique ,new boat from stock,new,2020.0,7.35,2.54,GRP,Germany ,51-60
4503,4503,115,EUR,700000.0,Flybridge,,"Used boat,Diesel",Used,2008.0,21.7,5.35,GRP,Italy ,91-100
4504,4504,115,EUR,165900.0,Center console boat,De Antonio Yachts ,"new boat on order,Unleaded",new,2020.0,10.2,3.4,GRP,Switzerland ,61-70
4505,4505,115,Â£,219240.0,Motor Yacht,Sunseeker ,"Used boat,Diesel",Used,2000.0,17.07,4.6,GRP,France ,71-80
4506,4506,115,EUR,9650.0,Sport Boat,,"Used boat,Unleaded",Used,1994.0,5.5,2.2,GRP,Germany ,0-10
4507,4507,115,EUR,165000.0,Motor Yacht,Linex ,"Used boat,Diesel",Used,2018.0,10.1,3.15,GRP,Italy ,61-70
4508,4508,115,EUR,199000.0,Flybridge,Prestige Yachts ,"Used boat,Diesel",Used,2011.0,12.15,3.9,PVC,France ,61-70
4509,4509,115,EUR,12500.0,Launch,,Used boat,Used,1998.0,5.0,2.1,GRP,Netherlands ,0-10
4510,4510,115,EUR,160000.0,Motor Yacht,Baia ,"Used boat,Diesel",Used,2006.0,13.33,4.62,GRP,Italy ,61-70
4511,4511,115,EUR,19000.0,Trawler,,Used boat,Used,1981.0,9.5,3.15,Steel,Netherlands ,0-10
4512,4512,115,Â£,342200.0,Motor Yacht,Princess ,"Used boat,Diesel",Used,2012.0,13.01,3.9,GRP,United Kingdom ,81-90
4513,4513,115,EUR,1150000.0,Motor Yacht,,Used boat,Used,2006.0,27.4,6.43,GRP,Netherlands,91-100
4514,4514,115,EUR,56000.0,Motor Yacht,De Boarnstream ,Used boat,Used,1991.0,10.5,3.6,Steel,Germany ,31-40
4515,4515,115,EUR,38450.0,Runabout,AMT ,new boat from stock,new,2019.0,6.9,2.6,GRP,Germany ,21-30
4516,4516,115,EUR,37990.0,Cabin Boat,Succes ,Diesel,Diesel,1997.0,8.6,2.99,GRP,Germany ,21-30
4517,4517,115,EUR,230000.0,Flybridge,Cranchi ,"Used boat,Diesel",Used,2006.0,14.99,4.33,GRP,Italy ,71-80
4518,4518,115,EUR,450000.0,Flybridge,Nimbus ,"Used boat,Diesel",Used,2018.0,13.33,3.86,GRP,Croatia (Hrvatska) ,81-90
4519,4519,115,EUR,317611.0,Motor Yacht,Greenline ,"new boat from stock,Diesel",new,,11.99,3.75,GRP,Germany ,81-90
4520,4520,115,EUR,399990.0,Motor Yacht,Elling ,"Used boat,Diesel",Used,2014.0,13.8,4.25,GRP,Germany ,81-90
4521,4521,115,EUR,42980.0,Bowrider,Bayliner ,"new boat from stock,Unleaded",new,2020.0,5.7,2.26,GRP,Germany ,21-30
4522,4522,115,EUR,51500.0,Sport Boat,Beneteau,"Used boat,Unleaded",Used,2011.0,7.99,2.94,PVC,France ,31-40
4523,4523,115,EUR,396000.0,Motor Yacht,Pirelli ,new boat from stock,new,2020.0,13.1,4.1,PVC,France,81-90
4524,4524,115,EUR,58730.0,Pilothouse,Jeanneau ,"new boat from stock,Unleaded",new,2020.0,7.43,2.81,,France ,31-40
4525,4525,115,EUR,55000.0,Motor Yacht,Sessa ,"Used boat,Unleaded",Used,2004.0,8.93,2.99,GRP,Italy ,31-40
4526,4526,115,EUR,239900.0,Motor Yacht,Sunseeker ,"Used boat,Diesel",Used,2008.0,14.96,4.29,GRP,Croatia (Hrvatska) ,71-80
4527,4527,115,EUR,499000.0,Motor Yacht,Galeon ,Used boat,Used,2013.0,17.7,4.7,,Poland ,81-90
4528,4528,115,EUR,31000.0,Pilothouse,Jeanneau ,"Used boat,Unleaded",Used,2011.0,7.01,2.74,GRP,Croatia (Hrvatska) ,11-20
4529,4529,115,EUR,405000.0,Flybridge,Sessa ,"new boat from stock,Diesel",new,2020.0,13.2,3.9,GRP,Italy ,81-90
4530,4530,115,EUR,27000.0,Flybridge,Fairline ,"Used boat,Diesel",Used,1976.0,9.8,3.6,GRP,Italy ,11-20
4531,4531,115,EUR,54000.0,Center console boat,ManÃ² ,Used boat,Used,2008.0,9.04,3.0,GRP,Italy ,31-40
4532,4532,115,EUR,125000.0,Flybridge,Beneteau,"Used boat,Diesel",Used,2009.0,11.37,3.85,PVC,France ,51-60
4533,4533,115,EUR,33900.0,Sport Boat,Beneteau,Used boat,Used,2011.0,7.2,2.51,PVC,France ,11-20
4534,4534,115,EUR,395000.0,Motor Yacht,Riva ,Used boat,Used,2013.0,10.07,2.8,GRP,Netherlands,81-90
4535,4535,115,EUR,579900.0,Flybridge,Prestige Yachts ,"new boat from stock,Diesel",new,2020.0,13.06,4.1,GRP,Germany ,81-90
4536,4536,114,EUR,39500.0,Launch,Prins van Oranje ,new boat from stock,new,,6.9,2.3,GRP,Netherlands ,21-30
4537,4537,114,Â£,324742.0,Hardtop,Princess ,"Used boat,Diesel",Used,,12.95,3.81,,United Kingdom ,81-90
4538,4538,114,EUR,209000.0,Hardtop,Jeanneau ,"new boat from stock,Unleaded",new,2020.0,10.5,3.35,PVC,France ,71-80
4539,4539,114,EUR,139900.0,Motor Yacht,Proficiat ,Used boat,Used,2006.0,11.75,3.84,Steel,Germany ,61-70
4540,4540,114,EUR,33000.0,Bowrider,Capelli ,"new boat from stock,Unleaded",new,2020.0,5.5,2.22,GRP,Germany ,11-20
4541,4541,114,EUR,995000.0,Motor Yacht,Mochi Craft ,"Used boat,Diesel",Used,1997.0,23.95,6.4,,Spain ,91-100
4542,4542,114,EUR,169000.0,Motor Yacht,Sarins ,"Used boat,Diesel",Used,,11.0,3.4,Carbon Fiber,Finland ,61-70
4543,4543,114,CHF,51480.0,Pilothouse,Cantieri Nautici Ferrario ,Used boat,Used,2019.0,6.4,2.34,GRP,Switzerland ,31-40
4544,4544,114,CHF,69224.76,Sport Boat,Quicksilver (Brunswick Marine) ,"new boat from stock,Unleaded",new,2020.0,6.48,2.46,GRP,Switzerland ,41-50
4545,4545,114,EUR,35000.0,Trawler,Hooveld ,"Used boat,Diesel",Used,1980.0,9.6,2.9,Steel,France ,11-20
4546,4546,114,EUR,69000.0,Motor Yacht,Cigarette ,"Used boat,Unleaded",Used,1994.0,11.6,2.44,GRP,Spain ,41-50
4547,4547,114,EUR,399000.0,Mega Yacht,PR Marine ,"Used boat,Diesel",Used,1995.0,21.65,5.8,GRP,Italy ,81-90
4548,4548,114,EUR,189000.0,Flybridge,Beneteau,"Used boat,Diesel",Used,2014.0,9.98,3.98,GRP,Spain ,61-70
4549,4549,114,EUR,87500.0,Motor Yacht,Pfeil ,"Used boat,Diesel",Used,1992.0,13.65,4.0,GRP,Germany ,41-50
4550,4550,114,EUR,165000.0,Motor Yacht,Princess ,"Used boat,Diesel",Used,2000.0,17.04,4.27,GRP,Italy ,61-70
4551,4551,114,EUR,40410.0,Bowrider,B2 Marine ,"new boat from stock,Unleaded",new,2020.0,5.7,2.15,GRP,Germany ,21-30
4552,4552,114,EUR,1375000.0,Flybridge,Azimut ,"Used boat,Diesel",Used,2013.0,21.62,5.56,GRP,Italy ,91-100
